sample_barcode,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32
TCGA-D1-A3JQ-01A-11R-A22K-07,9.803058,0.0,0.0,3.8846982,1.6129407,0.72789425,0.0,3.779752,0.57982844,2.3540804,0.428711,0.0,0.0,3.2351432,0.0,5.1297374,6.5860496,1.135087,0.0,0.57837105,3.2698886,0.0,5.2910595,0.0,1.4713517,0.0,0.38833877,8.069992,2.880103,2.4575682,0.0,1.2256103
TCGA-D1-A17C-01A-11R-A12I-07,0.0,5.544886,2.7852752,6.5109286,0.0,3.4474711,1.2764574,1.2428505,0.0,6.8668423,0.0,6.6214833,0.0,0.0,0.0,0.0,6.339587,1.4945117,0.0,0.0,0.0,0.0,0.0,11.400761,0.0,0.0,6.997297,0.1177032,1.2967802,4.820778,0.051471107,3.4455633
TCGA-EY-A1GP-01A-11R-A13S-07,3.6733732,6.4525247,13.097263,5.830195,0.0,7.7236395,0.0,4.5497737,1.8614328,5.143074,0.0,0.0,2.422509,8.174431,0.0,0.0,5.399414,0.0,0.0,0.0,9.221976,0.0,6.3027496,3.7864163,6.1426797,1.9277151,0.0,0.5847553,0.0,4.183776,6.6692376,0.0
TCGA-AX-A062-01A-11R-A00V-07,0.0,4.2968717,4.4176054,0.02248238,0.0,4.309268,0.0,5.1957245,6.2677717,0.0,0.35958716,0.0,0.0,0.0,0.79872394,0.0,0.1828896,2.210994,0.0,0.0,0.0,1.397357,1.302452,2.1903114,3.5572476,5.61734,0.0,0.0,0.0,0.0,7.248404,3.514409
TCGA-D1-A0ZP-01A-21R-A10J-07,9.801791,0.0,5.9176826,2.1308317,0.0,0.339733,3.8653147,0.0,5.463659,0.0,0.0,0.0,2.9691699,1.5922725,0.0,0.0,10.105559,0.0,0.0,0.0,0.0,6.028349,2.2296102,0.0,0.0,0.61242276,5.235459,0.0,0.59924513,3.7117078,0.0,0.8408034
TCGA-D1-A168-01A-31R-A12I-07,0.0,2.1802087,13.4221735,0.54167813,1.2473162,6.797201,6.0050974,0.0,10.670983,0.69394803,0.0,7.0444527,0.0,0.0,2.0164666,0.0,0.0,6.127047,4.7776337,0.0,0.0,0.0,0.0,7.06014,4.313576,0.0,7.2633986,0.0,12.122617,2.940156,0.0,12.680552
TCGA-AJ-A5DW-01A-11R-A27V-07,0.24929406,0.0,0.0,0.0,0.0,0.0,4.116475,0.0,0.0,1.3996037,9.649069,1.2025079,2.586482,0.0,5.451413,0.0,5.13557,0.0,0.7904305,3.7286346,0.0,0.23773769,0.7902467,0.45836878,0.0,0.0,0.0,0.0,0.0,0.0,13.018707,4.16835
TCGA-AP-A1DK-01A-11R-A137-07,0.0,0.32524738,4.369454,1.8650761,0.0,0.38006675,0.0,2.2955832,0.0,1.6624206,0.0,0.0,0.0,5.7238417,1.125661,0.28839004,0.0,0.0,0.0,0.0,1.4374322,0.0,2.9095616,5.2262936,6.718673,0.0,0.0,6.354209,1.5826869,0.17878431,0.0,0.8926861
TCGA-A5-A1OK-01A-11R-A14M-07,0.0,9.404284,0.14031546,10.883952,0.97348326,2.5573168,0.0,3.7212338,0.0,4.027439,0.0,2.8895936,0.0,4.0590982,5.382293,0.0,5.6249638,3.0665085,0.0,4.777089,0.0,0.0,4.751365,6.896636,9.760305,2.8852987,1.6280694,9.941838,0.0,0.0,6.3006096,5.8419876
TCGA-AP-A0LD-01A-11R-A040-07,0.0,0.45084256,5.77806,8.197038,0.0,8.315185,0.0,1.1222093,0.0,0.0,0.0,0.0,0.0,3.3080635,6.5144815,3.8951821,0.13189359,5.033818,2.9201577,0.0,2.7029037,0.0,0.0,0.34399617,0.0,5.9824557,2.6199956,0.0,0.3414957,0.0,0.0,0.0
TCGA-D1-A176-01A-11R-A12I-07,0.0,10.753537,0.0,10.56873,7.8527427,0.0,0.0,2.6614635,0.0,5.451976,4.404295,8.673799,0.0,1.0552901,3.2877464,0.0,0.7452515,0.81057286,0.0,8.656089,0.0,0.0,0.0,1.7134275,1.3252003,2.7116346,0.0,5.7258234,1.3881179,0.0,0.0,1.5729282
TCGA-BS-A0VI-01A-11R-A14D-07,0.0,7.979112,2.5257084,2.0161421,0.33471525,8.942347,0.0,5.6865196,4.6053195,0.0,0.2799865,1.8381549,0.0,0.0,0.0,1.5585889,0.0,3.2451813,0.0051897094,0.0,0.0,0.0,0.0,7.431284,3.1225314,4.4964795,2.0178015,0.0,0.0,1.3371483,0.6927929,1.0769242
TCGA-B5-A0JT-01A-21R-A118-07,3.0774324,4.2945466,0.0,6.2346272,4.273128,0.0,0.5329782,0.0,2.1204686,1.2734464,3.7083108,4.2028313,1.760332,0.0,1.0595593,0.0,4.1110597,0.8367237,0.0,5.633337,0.0,0.2927231,0.0,0.0,0.0,2.2166371,0.0,6.560913,0.0,0.16362914,6.460684,3.627471
TCGA-FI-A3PV-01A-11R-A22K-07,11.361423,0.0,0.0,1.8483472,5.8065896,2.3955965,0.0,6.284009,1.5395076,2.0839412,0.0,0.0,0.0,1.5470881,5.4333787,1.6754515,6.6558523,0.19314638,0.0,6.581299,0.9907108,6.6193566,1.4022675,0.0,0.0,0.0,5.21803,0.018774703,1.0242541,0.0,0.0,0.0
TCGA-AX-A2HH-01A-11R-A32Y-07,9.430087,6.018469,12.135694,4.3070045,0.51588166,9.378668,0.0,2.3941467,13.320896,0.0,0.43566796,0.0,0.0,0.0,2.0279648,0.0,0.0,7.3935246,10.635764,0.0,0.048164107,0.0,4.701876,0.0,13.161295,11.420406,0.0,0.10129559,0.0,0.0,11.799591,4.872174
TCGA-B5-A11I-01A-11R-A10J-07,9.35984,0.0,0.0,0.0,2.3582776,0.0,6.906575,0.0,4.8453636,9.45381,3.092699,0.0,5.402897,0.0,0.0,2.9075623,0.0,0.0,0.0,1.0410953,1.6794621,0.0,6.81455,0.0,2.073803,0.0,0.0,0.0,5.008443,2.6073668,0.0,0.0
TCGA-EO-A22T-01A-21R-A18M-07,0.0,0.0,2.9523375,0.0,2.0817094,0.43476015,5.835868,0.0,0.0,0.0,0.0,0.0,7.7149577,9.310204,0.0,0.29809278,2.7644544,0.0,0.0,3.9259102,0.0,4.065624,0.9247676,0.23077133,0.0,2.0172555,2.494565,0.8733684,1.5605835,0.0,0.0,5.885519
TCGA-BK-A13C-01A-11R-A118-07,0.0,3.8613787,0.0,13.503463,0.0,0.0,0.0,0.0,0.0,3.480336,0.0,8.215539,0.0,1.6939623,13.580719,0.0,3.4889286,7.364918,0.0,10.093923,0.17857188,0.0,5.316796,3.716339,10.503038,3.3313947,0.26279214,13.058672,0.88824904,0.0,5.4777174,4.588068
TCGA-B5-A0K1-01A-11R-A16W-07,5.097295,0.0,0.0,5.8832555,6.960755,0.0,0.0,4.353175,2.1310945,0.025786027,2.8459556,1.650614,0.0,0.0,2.9873502,0.0,4.353809,5.0750804,0.2303099,5.8545575,0.0,4.6399918,0.0,0.0,0.0,0.7969214,0.0,10.309455,0.0,0.0,3.3475585,7.4374533
TCGA-D1-A165-01A-11R-A12I-07,0.0,3.2763333,0.0,6.9082723,0.39505994,0.0,0.0,1.2858669,0.0,0.7359375,1.9717166,4.1570935,0.0,0.0,4.2599945,0.0,5.301503,3.191817,0.0,4.6330357,0.0,0.0,0.0,2.6437314,0.0,1.4982362,0.0,5.904187,0.0,0.0,7.8809566,3.6182995
TCGA-B5-A0JZ-01A-11R-A040-07,0.0,3.4608018,0.0,0.0,0.73617214,0.0,4.000499,0.0,0.0,0.46978986,1.0525538,3.734961,2.280371,3.5757036,0.0,1.4893211,0.0,0.0,0.0,9.488039,0.0,0.15195271,0.0,9.032985,1.6928389,4.208732,0.0,1.5831897,0.0,0.0,0.0,0.9170443
TCGA-D1-A16N-01A-11R-A12I-07,1.6962383,3.038088,4.152578,7.2677855,0.0,0.0,4.7596025,0.0,2.5523205,11.635544,5.2839675,6.373507,0.0,0.0,10.4257,0.0,3.1754856,2.989237,0.0,0.0,0.0,0.0,0.98965275,0.66243565,3.9927163,0.0,0.0,0.40252522,4.5668283,0.0,0.57415414,4.6693993
TCGA-D1-A2G7-01A-21R-A180-07,9.755288,0.0,0.0,0.0,1.301984,0.57377183,0.012902558,2.3682122,0.76042384,5.994076,0.0,0.0,0.124160685,0.0,6.068573,0.0,8.2465515,1.6090808,0.0,3.8755574,0.0,4.4574013,5.2908406,0.0,0.0,0.0,6.5754466,0.0,1.5670305,0.0,0.0,0.62731534
TCGA-AX-A0J0-01A-11R-A109-07,3.8913288,0.0,1.3793625,0.521033,0.0,0.0,8.720378,0.0,0.7210503,0.0,3.8232393,3.9780073,0.0,0.0,2.0964224,0.0,2.0410192,1.5339355,0.7427311,1.687973,0.0,0.0,3.2346375,0.0,1.4345214,1.4181819,0.0,0.0,0.0,0.0,7.7608566,3.4109738
TCGA-D1-A162-01A-11R-A118-07,1.0915715,6.0444474,0.0,3.144114,4.7208147,0.0,0.0,3.9257047,0.0,8.262564,0.23829022,1.7099744,1.7745148,0.33832073,5.9773297,0.0,3.804178,0.18819882,0.0,8.213258,0.0,0.0,2.3138328,1.6310513,2.48728,0.0,1.2054952,8.496355,0.0,0.0,3.7719479,3.4463265
TCGA-B5-A11G-01A-13R-A118-07,0.0,0.0,0.0,4.2475514,0.4967503,0.0,1.5349613,3.5830867,0.0,2.4254282,2.4701507,7.0181546,0.0,0.0,2.3627174,3.1215143,0.0,2.7713172,0.0,6.4097395,6.2742248,2.115259,0.0,5.984873,3.4302373,0.0,0.0,6.4248075,3.9632092,0.0,0.0,0.0
TCGA-KP-A3W1-01A-11R-A22K-07,0.08905731,0.0,0.0,0.0,1.7175072,7.215611,6.7117834,3.1607556,3.9974637,1.6305128,1.0068324,0.0,6.415681,4.3342338,0.0,9.339917,0.0,0.0,0.0,0.50836354,0.94001794,11.787145,1.519266,3.6838078,0.84336746,0.0,0.0,0.0,1.5586008,3.223344,0.0,0.0
TCGA-DI-A2QY-01A-12R-A19W-07,7.606737,0.0,0.0,2.1792073,0.0,5.8688035,0.0,8.912401,0.0,0.0,0.0,0.0,0.0,0.049971305,3.650002,6.591996,6.388045,4.548387,0.0,0.0,6.148082,2.4864388,2.0896535,0.0,0.0,0.0,4.7250113,0.0,0.18495536,0.0,0.0,0.0
TCGA-BG-A0MK-01A-51R-A19W-07,0.0,3.7094169,0.6763508,7.365092,3.1400297,0.0,0.0,4.917763,0.0,0.0,1.167182,0.67680657,0.0,2.8648565,0.0,4.055841,3.4241915,2.4334402,0.0,3.7222471,0.8460192,0.0,1.807134,5.8413715,4.3617997,5.2557592,0.7526122,16.571014,0.0,2.2835987,4.414905,3.8617473
TCGA-DI-A0WH-01A-12R-A12I-07,0.0,1.0765244,4.7248793,1.5460589,0.0,0.76844996,0.0,2.9417148,3.6361434,0.0,0.0,0.0,0.0,0.0,7.184298,0.0,0.0,3.0909665,0.13239652,0.0,4.092658,1.2744826,0.0,0.0,0.71226513,1.0018427,0.0,0.0,0.77226907,0.0,0.0,0.0
TCGA-EY-A548-01A-11R-A27V-07,0.0,4.4245315,0.0,6.6201067,0.0,0.0,2.8923836,4.4318647,0.0,1.9499773,9.35022,7.1097884,0.0,0.0,5.605042,3.5214386,1.113459,4.2273736,1.306447,11.384566,6.898067,1.0284055,0.0,4.8579664,1.1897174,2.6611965,0.0,0.5321481,0.0,0.0,9.5483,0.0
TCGA-A5-A0R8-01A-11R-A104-07,0.39998543,0.0,2.8403091,3.3807614,5.1648455,0.08211726,0.0,4.9256253,1.2492955,0.17169116,1.4673985,0.0,0.3890377,3.7664046,0.0,6.2120943,0.0,0.0,0.0,0.0,0.4669816,0.3366156,0.33062837,2.8697238,3.6837301,0.0,0.0,10.832652,4.350143,4.845906,0.0,2.1379907
TCGA-DF-A2KN-01A-11R-A180-07,0.7525621,1.356997,0.0,2.6611848,2.5053885,4.670118,3.050551,0.0,0.0,0.28217614,5.2582684,0.0,4.7394357,7.8890195,0.0,4.586937,2.364616,0.0,0.0,5.4135313,0.0,0.7889906,0.0,1.2017999,0.7222179,0.8918343,0.0,1.8678662,0.0,0.0,0.0,5.0355206
TCGA-BK-A0CA-01A-21R-A277-07,3.5552394,0.0,0.0,0.0,6.032339,0.0,0.0,0.0,4.099457,0.0,0.6176458,0.0,8.155406,0.0,0.0,0.07122685,5.3786516,0.0,0.0,6.995687,0.0,4.839669,5.465728,0.0,0.0,1.2999439,0.0,15.032559,0.0,3.3111055,7.0562015,5.950953
TCGA-BK-A0CA-01A-21R-A118-07,2.8385184,0.0,0.0,3.9788153,6.5344,0.0,0.0,1.63961,1.6216887,0.22723775,0.9846891,0.4927311,2.5551023,1.0461282,0.0,2.0551014,4.0318804,1.3372715,0.0,5.3290706,0.0,2.8142638,1.5140172,0.0,0.0,1.8536048,0.0,13.792979,1.0216961,3.9514763,2.1005526,4.929879
TCGA-EY-A1H0-01A-11R-A13S-07,0.0,0.94134635,0.97651607,10.2487,3.1628232,0.0,0.0,0.0,0.737437,0.0,5.271107,5.3522286,0.0,0.0,1.1192051,1.864897,0.0,4.1297746,4.7214966,3.7994986,1.7852843,1.2148658,0.0,0.0,1.1992716,8.149922,0.0,10.847619,0.6993268,0.0,3.1791646,2.5085144
TCGA-BG-A0M2-01A-11R-A104-07,0.0,5.143389,0.0,3.43199,3.1420403,0.0,0.0,3.9701965,0.09697604,1.8258191,1.9242755,2.1567159,0.0,0.0,3.0860388,0.0,0.0,0.63545275,0.0,4.315873,0.017220922,0.0,0.1289673,2.986902,4.8976526,2.3604074,0.0,6.365344,0.0,0.0,4.109035,1.6055698
TCGA-BG-A220-01A-11R-A157-07,7.2371387,5.1733737,3.7590444,4.9975386,3.0404713,7.0496635,2.21675,0.0,7.510112,0.0,4.0241313,0.8873222,0.0,2.707088,10.937478,0.0,1.2460032,2.0284412,5.135288,0.0,0.0,3.8955142,0.59419453,0.0,5.0918446,4.005473,0.0,0.0,0.0,0.0,2.7105021,9.7624
TCGA-EY-A1GQ-01A-21R-A13S-07,0.0,5.854371,0.0,0.0,0.24148355,5.5630426,1.3897638,3.196507,0.0,0.0,0.0,1.2123652,0.0,0.748927,8.789667,0.0,0.0,5.012484,0.0,5.5423055,0.0,2.1513596,6.9554944,9.340371,4.7565956,7.432956,6.6391697,0.0,0.0,0.0,2.4574125,1.3052793
TCGA-EY-A1GD-01A-11R-A13S-07,0.0,9.612749,4.739308,2.447014,0.0,0.0,0.0,2.240416,9.137977,1.881238,9.050227,5.24581,2.1943753,0.0,0.2430841,0.0,1.0881599,0.81502545,0.08525007,0.0,0.0,0.0,0.0,5.408741,6.165054,3.708504,0.0,2.196209,0.0,2.4002476,15.263838,6.224748
TCGA-D1-A1NS-01A-11R-A14D-07,0.88734484,2.6680834,0.0,3.4676583,9.398195,0.004493326,0.0,7.4337463,4.95617,0.0,4.6030593,1.2026794,0.0,0.0,0.0,3.1183758,0.12064326,3.0774682,0.0,2.207855,0.0,1.7109549,0.0,0.0,2.0090308,3.222567,0.0,8.210964,0.0,1.397805,2.0004258,7.945304
TCGA-D1-A17T-01A-11R-A12I-07,1.0847414,4.261665,1.6809208,7.247444,4.3844504,0.0,0.0,5.436286,3.6737213,0.7245163,2.9769483,2.9525938,0.0,0.0,0.0,3.0334432,1.6634741,1.9662373,0.0,0.0,0.533386,0.0,0.0,0.91696435,0.0,2.6278653,0.0,4.9173317,0.39812815,4.3696647,1.4676316,0.25314552
TCGA-AP-A056-01A-11R-A00V-07,0.8129292,0.0,4.7278323,3.633773,0.0,6.333862,8.118109,0.0,1.8791316,0.0,5.472293,0.9551919,0.59843934,0.743271,0.0,3.8742151,1.5294452,0.0,2.3707538,0.0,0.0,0.0,0.0,0.9493194,0.12875235,0.0,0.0,0.0,1.5547135,0.0,0.0,8.815362
TCGA-AP-A1E0-01A-11R-A137-07,0.0,1.5262549,2.5194,3.4804862,0.0,1.8317826,2.8666182,0.0,0.0,0.0,3.741323,2.2864642,0.058526404,0.0,0.0,0.23987211,4.3657894,0.18295243,1.0608698,0.14620425,0.0,0.0,0.14005372,4.483891,0.28169382,6.571708,0.0,0.0,0.0,0.0,10.679195,5.256572
TCGA-A5-A0GE-01A-11R-A16W-07,0.0,0.0,0.0,5.4679246,0.0,0.0,0.0,2.0848837,0.0,0.0,1.3686163,1.4370712,0.0,1.6299353,2.2172043,2.2395144,3.1721344,3.1588168,0.0,4.600064,0.7252354,0.108213864,0.98846424,5.7190266,1.3449429,2.7574303,0.0,7.866336,0.0,0.0,4.6670723,3.2825694
TCGA-BK-A26L-01A-11R-A16F-07,7.4711967,0.0,8.574774,0.0,0.0,5.4516935,5.267131,0.0,6.638774,3.8120623,0.0,0.0,3.542794,0.0,0.0,0.0,6.405262,0.16715261,0.0,0.0,0.0,0.6027663,6.4662275,0.0,0.0,0.0,4.825991,0.0,3.5606604,2.7966526,0.0,3.6376872
TCGA-D1-A16E-01A-22R-A12I-07,5.302639,1.2693844,0.0,6.246716,8.6619005,0.1371906,0.0,3.531719,2.2088315,3.6101272,2.3089063,1.2262235,1.7049173,2.964662,0.0,3.1802833,5.170502,0.4891274,0.0,3.9654508,0.0,0.60986274,0.0,0.0,0.0,0.0,2.537492,9.270131,3.6454911,2.8925526,0.0,7.067937
TCGA-EY-A1GI-01A-11R-A13S-07,0.0,4.891176,0.0,1.2973394,0.0,0.0,2.925804,0.0,0.0,0.0,5.40875,2.432747,4.950432,0.0,0.0,0.0,3.947525,0.0,0.018605657,7.3550816,0.0,0.0,1.3753445,4.067262,0.0,6.030421,0.0,2.5008006,0.0,0.0,12.763069,2.515201
TCGA-AP-A1DO-01A-11R-A137-07,0.0,8.169935,0.0,0.77555525,5.3527265,1.0066959,0.0,0.0,4.553099,0.0,0.15084118,5.417723,0.0,0.0,5.0163426,0.0,0.0,1.0058196,6.9240437,0.0,0.0,1.0449083,0.0,0.0,3.0522118,12.6283455,0.0,0.0,1.7267452,0.0,0.0,0.0
TCGA-SL-A6J9-01A-11R-A31O-07,6.008461,0.0,0.0,0.0,3.630388,0.5507812,4.9318323,1.53575,4.261297,7.47544,3.838735,0.0,3.0223365,2.8042793,0.15942763,6.6621685,0.0,0.0,2.633424,0.0,9.949966,0.0,1.6220399,0.0,7.005262,0.0,0.0,0.0,9.552077,3.461932,0.0,0.0
TCGA-BK-A6W4-01A-12R-A34R-07,0.0,5.7851315,0.0,0.0,1.9598173,1.1589129,0.0,2.4707174,0.0,0.8659748,0.0,0.0,3.2040942,3.8467312,4.7881465,0.0,7.2466755,0.0,0.0,3.8975546,0.0,0.0,8.144942,5.60935,1.6689435,1.0778601,6.7866263,6.017474,0.0,0.0,4.1773996,6.18811
TCGA-B5-A1N2-01A-21R-A144-07,5.720334,0.0,0.0,0.0,0.0,0.0,3.1344254,0.0,0.0,6.029923,0.0,0.0,1.5211834,2.0066845,0.23736763,0.45215994,3.4576511,0.00880602,0.0,0.29702282,0.76783186,0.14352757,8.232853,0.0,0.0,0.0,5.6161633,0.0,6.3754573,1.1422737,0.0,0.0
TCGA-A5-A0GJ-01A-11R-A040-07,0.0,2.3793032,0.0,5.6593437,1.0603017,1.5647298,0.0,6.0054336,0.0,2.6481862,2.683101,6.682095,0.0,0.0,4.3074684,2.9716442,0.0,6.7861314,0.0,1.1793873,0.40976858,0.0,0.0,9.940831,6.319126,0.0,0.71030337,1.2151676,3.052129,0.0,0.0,0.27484414
TCGA-AP-A1DV-01A-21R-A137-07,0.63789576,0.0,0.0,0.0,3.3804228,0.0,2.9109738,0.0,0.78032374,0.0,1.5208391,3.567851,0.0,0.0,0.0,1.2373053,0.0,0.22418383,0.66062796,1.5323806,0.0,0.7446172,0.0,0.0,2.5156178,4.394924,0.0,0.16860592,1.679015,0.0,0.64815193,2.9689417
TCGA-AJ-A5DV-01A-11R-A27V-07,1.7877117,4.758397,0.0,2.9888728,7.4331813,0.0,0.0,3.9221525,5.347168,0.0,9.275299,0.6729049,4.731017,0.0,0.0,3.2165244,0.0,0.0,2.6805408,6.8803725,2.3704648,1.1861405,0.0,0.0,4.0263205,4.418452,0.0,10.733714,0.0,1.7450501,6.1096606,1.0059234
TCGA-A5-A1OF-01A-11R-A14D-07,2.1226022,1.0028504,0.0,5.7068486,7.771543,0.0,7.4401293,0.0,0.0,5.0605507,4.17833,5.2277265,3.9820685,6.8682933,0.0,5.1475325,0.0,0.0,0.0,7.6239142,1.8164424,2.0273962,0.0,1.1806909,1.3987849,0.0,0.0,3.9412084,4.8955636,1.9945588,0.0,0.0
TCGA-SL-A6JA-01A-11R-A31O-07,0.0,9.697716,0.7429673,0.0,5.4541364,6.4925127,0.0,0.0,4.574027,0.0,0.0,3.6947331,0.0,0.0,0.0,2.3770924,0.0,0.011582673,8.656253,0.0,0.37941784,0.0,0.0,1.92231,6.895495,12.932768,0.5082015,0.0,3.6060326,0.0,0.0,0.0
TCGA-A5-A0GB-01A-11R-A040-07,0.0,1.6419418,0.0,2.0609808,0.0,0.0,3.6396208,0.0,0.0,0.0,8.436295,10.581094,0.0,0.0,10.132659,0.0,0.0,5.385958,7.461054,6.407816,0.0,0.0,0.0,6.9503164,10.197155,6.1185293,0.0,0.46705854,0.0,0.0,6.998831,10.7914095
TCGA-EY-A547-01A-11R-A27V-07,0.0,0.0,3.5586855,8.745475,0.0,0.0011954904,0.0,0.0,0.0,0.0,0.67503643,0.2569974,0.0,2.372005,13.384899,6.173211,0.30184102,6.026501,7.364336,0.0,15.98765,0.0,0.0,0.0,1.4449028,0.0,0.0,1.1611762,4.6278687,0.0,0.0,0.0
TCGA-EO-A3B0-01A-12R-A19W-07,0.24806304,0.0,0.005979687,1.4309727,0.0,0.25767404,7.7424703,0.0,0.0,0.0,3.9680762,0.18523383,0.0,2.835803,0.3255838,2.8134103,1.3936428,0.0,1.6940624,5.2014046,3.0826879,0.0,4.514957,3.185762,5.7081537,3.2160563,0.0,0.0,0.0,0.0,5.7474165,1.3061357
TCGA-AJ-A23M-01A-11R-A157-07,11.37121,0.0,4.3505473,1.4360926,0.0,0.64701134,4.0890975,0.0,3.0933719,8.145028,0.0,0.0,0.9445929,2.3479407,1.4840274,0.0,5.7357936,1.7539661,0.0,0.0,0.0,0.0,8.562689,0.0,0.0,0.0,5.798617,0.0,10.01641,2.0567687,0.0,0.9701172
TCGA-D1-A0ZZ-01A-11R-A10J-07,12.270429,0.0,0.0,1.1713594,6.211823,0.0,0.9050628,0.0,1.6502422,0.0,0.0,1.0751467,0.0,0.13050354,0.0,0.0,9.264561,4.3302507,0.0,7.1274962,0.0,8.172936,6.6866593,0.0,0.0,7.2945476,8.336132,0.0,4.9653172,2.1442835,0.0,0.0
TCGA-B5-A5OE-01A-11R-A31O-07,9.76549,0.0,9.030321,3.3702884,2.5434086,6.9437284,1.2662325,0.0,6.9807444,0.0,0.0,0.0,0.0,8.8401165,2.0567472,6.562817,0.0,0.0,5.8141456,0.0,4.868391,12.311124,0.0,0.0,0.0,0.0,0.0,0.0,7.747136,0.0,0.0,0.0
TCGA-D1-A1NW-01A-11R-A14M-07,3.6078608,0.32891417,0.0,0.43007708,3.9484117,0.03567627,0.0,4.1230574,0.51997143,2.395467,0.0,0.0,0.033800654,2.7525322,0.0,2.9888825,2.3485987,0.0,0.0,0.29844922,4.064411,0.6810672,1.628493,0.0,0.0,0.8230458,4.005235,0.21027839,5.0175853,4.412552,0.0,0.0
TCGA-AJ-A3NC-01A-11R-A22K-07,2.7868094,9.267855,0.0,3.576419,4.220735,1.6103458,0.0,8.944346,6.0002217,0.0,1.1554674,0.0,2.3758066,0.0,0.0,0.053775564,3.9171128,0.0,0.0,1.9960632,2.8157177,0.0,3.0991511,0.0,2.6513152,6.324612,0.0,6.715404,0.0,3.06801,9.358358,0.0
TCGA-AP-A054-01A-11R-A16W-07,0.0,0.49130458,15.431497,4.5229993,0.0,0.0,5.3733664,0.0,0.0,0.0,0.0,0.0,0.0,9.263971,15.269153,0.0,3.992471,0.0,0.5201341,0.0,6.254766,0.0,9.139119,0.0,1.9259607,6.51315,0.48290405,0.0,0.0,0.0,0.0,0.0
TCGA-AX-A0IW-01A-11R-A040-07,7.660474,0.0,8.975595,3.0820014,0.0,4.109467,2.2946062,0.0,4.7367268,2.7891414,0.0,0.0,0.0,0.0,0.03016013,1.8693844,1.1631968,4.3700314,1.4655209,0.0,2.6663554,0.0,0.22880211,0.0,0.0,0.0,2.7726607,0.0,10.127032,2.7174456,0.0,0.0
TCGA-AJ-A3I9-01A-11R-A22K-07,0.730971,0.0,0.0,2.6299107,0.0,0.0,1.0434538,0.54373837,0.0,0.0,3.5877721,2.6172786,0.0,0.0,9.006927,0.0,0.0,3.5705855,5.1028433,10.034777,6.359153,2.3173497,2.7786877,0.0,8.7887945,2.5057936,0.0,7.368843,0.0,0.0,4.596885,0.0
TCGA-BS-A0WQ-01A-21R-A109-07,2.1333761,4.9211087,2.1741931,4.0119185,0.77596736,0.0,0.0,7.640971,5.7967205,0.12341224,0.7533729,3.787763,0.0,0.0,0.0,0.0,4.515691,5.290709,0.0,0.0,1.3477939,1.0227083,0.0,0.0,0.0,3.5127153,0.0,0.0,0.0,3.275669,7.1981535,0.0
TCGA-EY-A1GT-01A-11R-A13S-07,3.4562407,7.3449216,3.3446023,2.8308918,3.8764617,9.456333,0.0,5.691827,6.5511303,0.0,0.0,0.0,0.0,5.804373,0.7097992,0.0,5.6735263,0.86461806,0.0,0.0,0.0,4.2304654,4.2193274,0.0,0.0,8.650334,5.587645,0.0,0.0,0.0,2.7296207,7.7454357
TCGA-AP-A0LI-01A-11R-A040-07,1.1386404,0.0,0.99826527,1.6313992,2.4588706,7.033171,7.2948675,0.0,0.40022087,7.4174604,0.0,0.0,2.7851717,5.3484077,0.0,6.7690406,0.0,0.0,0.0,0.0,0.0,7.316127,0.0,3.8204827,0.0,0.0,4.170139,0.0,8.040167,3.132047,0.0,0.0
TCGA-BG-A0VZ-01A-11R-A109-07,0.21512662,0.9943771,0.0,2.1740925,3.1394393,0.0,0.0,1.9625764,0.0,5.4849663,2.7407694,1.7532126,0.84435916,0.9453824,2.4145753,0.0,1.789532,0.0,0.0,2.8347135,0.0,0.0,0.0,2.734153,1.9617411,0.0,0.0,4.450894,0.24085775,0.0,1.4706943,4.8629465
TCGA-B5-A1MU-01A-11R-A13S-07,3.0861042,0.0,3.8405302,0.93944716,0.0,8.438385,7.6285324,0.0,0.0,9.56702,2.0506222,0.0,6.4075274,3.6985013,0.0,1.4848241,3.9627433,0.0,0.0,0.0,0.0,0.0,3.5233366,2.2253008,0.0,0.0,0.0,0.0,0.0,0.12020118,0.0,2.364349
TCGA-D1-A15V-01A-11R-A118-07,9.487041,0.0,3.0224354,0.2853361,0.0034540445,1.4925841,8.686837,0.0,5.405788,0.03414373,1.6473335,0.0,3.2922416,1.0251108,1.2720742,0.4433161,2.7396648,0.0,1.7678118,0.0,0.0,9.286565,0.86195457,0.0,0.0,0.0,0.0,0.0,1.7297518,0.0,0.0,4.4187393
TCGA-AX-A1CI-01A-11R-A137-07,0.0,9.932786,0.0,0.0,2.7025623,0.0,1.816953,9.63271,2.5905995,2.4253776,0.6167368,6.55094,0.0,0.0,1.7386138,0.0,0.0,6.340588,0.0,1.6140494,2.5979223,3.1249065,0.0,3.8806787,2.7916446,6.313674,0.0,0.0,0.0,2.5962842,6.862294,0.0
