sample_barcode,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32
TCGA-D1-A17R-01A-11R-A12I-07,0.0,13.804322,6.4819784,5.092569,0.0,3.3426948,1.4915389,0.0,5.7518673,2.25583,0.0,9.487878,0.43467662,0.0,0.24532467,0.0,2.1592636,0.0,0.0,0.0,0.0,0.0,0.0,5.4196644,0.5661663,3.0069253,3.8210368,0.0,1.3382846,2.7108057,0.57667875,4.1978664
TCGA-EY-A54A-01A-11R-A27V-07,5.685417,0.0,0.0,0.0,1.0370501,0.0,0.6577376,1.5129876,1.9261485,0.0,0.0,0.0,6.2263856,5.0205426,0.0,3.870322,5.3886175,0.0,0.0,2.0773666,4.239768,2.7759795,5.527415,0.0,0.0,2.9887276,0.35361654,0.23332366,0.0,3.6120458,1.3968205,0.0
TCGA-FI-A2D6-01A-11R-A17B-07,0.8602273,0.0,11.148421,3.7949414,0.0,0.0,15.088286,0.0,0.0,1.4933292,0.0,0.3052512,0.0,5.813904,2.576427,2.890359,0.7029616,2.0039248,2.726067,0.0,7.2701964,1.3269112,7.163754,0.8527864,1.3956916,0.0,0.0,0.0,2.9625573,0.0,0.0,0.0
TCGA-BK-A0CB-01A-32R-A104-07,0.0,7.7633724,5.512558,3.7858675,0.0,4.743285,0.0,3.366737,3.843943,0.0,0.0,2.8573685,0.0,0.0,0.0,0.0,0.6066604,0.7967534,0.0,0.0,0.0,0.0,0.0,7.3974743,1.7200819,3.1366727,2.1687448,0.5919833,0.0,3.9679637,1.4485439,2.2198362
TCGA-AX-A2HG-01A-11R-A17B-07,0.0,0.0,2.7798545,0.60782814,0.0,0.64194083,2.803136,0.0,0.0,0.0,0.0,0.0,0.0,3.6934605,0.0,4.365924,0.37663412,0.0,0.9167823,0.81576496,0.0,6.2611694,0.0,0.0,0.0,7.3815637,0.0,0.0,0.09468085,0.31649816,0.0,2.6919491
TCGA-A5-A1OG-01A-11R-A14D-07,7.169943,0.0,0.8252154,1.3728577,0.0,1.8542558,3.2844253,2.2307959,2.1689842,4.2446194,0.9961592,0.0,0.0,0.0,0.0,4.3898287,1.1033835,0.087937266,0.0,0.0,1.6217247,2.481105,0.0,0.0,0.0,0.0,0.26762,0.0,4.419884,0.78349525,0.0,0.0
TCGA-D1-A3DH-01A-11R-A19W-07,10.491206,5.202519,5.079646,4.081006,0.0,14.307457,4.327552,3.403813,5.4238987,1.8735864,0.0,0.0,0.0,5.0764837,12.02847,0.0,0.21672378,3.5824015,5.084493,0.0,5.4493012,7.599254,2.4467013,0.0,0.0,2.135825,0.0,0.0,0.0,0.0,0.16472208,0.0
TCGA-D1-A16Q-01A-12R-A12I-07,0.0,3.4948542,2.075288,5.6628423,0.0,0.0,0.0,6.5686245,0.0,3.8409915,1.9934957,2.816214,0.0,0.0,0.0,2.0783117,2.0010548,1.3946104,0.0,0.0,1.9595329,0.0,0.0,7.610965,0.0,0.0,0.0,3.732606,0.0,5.535653,2.9069967,0.0
TCGA-D1-A17D-01A-12R-A12I-07,0.0,0.0,0.0,9.171601,5.0537486,0.0,0.7668011,0.0,0.0,3.1917703,5.132032,11.294262,0.0,0.0,0.0,2.8659954,0.014937773,5.225256,0.0,7.3156815,0.0,0.0,0.0,2.343538,1.1341686,0.0,0.0,7.809129,3.5034635,0.8628096,0.0,5.481393
TCGA-AX-A3FS-01A-11R-A22K-07,2.085329,0.0,8.82161,0.0,0.0,2.0994716,10.059713,0.0,0.0,0.0,0.0,0.0,0.0,4.1464357,3.4926865,1.2577406,1.3133616,1.7326477,4.098342,0.0,5.80037,0.8184253,9.97435,0.0,2.1993341,1.4087524,0.0,0.0,0.0,0.0,2.9995396,0.8246844
TCGA-B5-A1MZ-01A-11R-A144-07,0.0,9.606226,0.0,2.932927,0.041446015,3.823402,0.0,5.0627747,2.025559,0.5434234,4.2522583,0.80806136,0.46984276,0.0,3.8905027,0.0,4.6601987,0.0,0.0,3.738789,0.0,0.0,0.0,4.3544602,0.09468907,3.247499,0.0,1.0476297,0.0,0.0,9.687018,2.353483
TCGA-A5-A2K2-01A-11R-A18M-07,10.843982,0.0,0.0,0.0,9.745269,3.8127832,2.1154854,4.5925064,8.986284,0.0,0.5526144,0.0,3.4221191,2.309136,5.9842725,1.4043928,0.0,0.0,5.236161,4.657545,0.8941033,18.243353,1.0933173,0.0,0.011332154,1.5304618,0.0,0.0,1.4886459,0.0,0.0,0.0
TCGA-EO-A22S-01A-11R-A18M-07,0.0,3.6928515,3.1816714,0.0,0.0,1.7176671,7.667609,0.0,0.0,0.0,1.5483537,5.7390437,0.0,0.0,6.45095,0.0,0.0,0.47520062,3.535435,1.1701537,0.0,0.2761269,0.7033466,3.7396336,4.4998913,9.767148,0.0,0.0,0.0,0.0,6.3051195,6.3173943
TCGA-AJ-A2QL-01A-11R-A18M-07,0.0,1.4895439,0.0,6.4213247,1.0991526,0.0,0.0,1.3547859,0.0,9.127257,9.643856,6.447966,1.8217597,0.0,2.847718,0.0,3.2804272,1.74163,0.0,5.8091536,0.0,0.0,0.0,3.6369777,5.6235957,0.0,0.0,11.697816,0.0,1.8853636,9.183365,6.76647
TCGA-D1-A16V-01A-11R-A12I-07,0.0,7.2820935,0.0,0.15307839,3.1756117,0.0,0.9843811,1.2906127,0.0,11.661772,5.2897263,5.790134,2.0265837,0.23688886,11.491168,0.0,0.0,0.0,0.0,5.9844666,0.0,0.0,0.0,8.0673275,10.8419895,0.0,0.0,1.8438687,1.2626662,0.0,1.1242576,6.699755
TCGA-AP-A0L8-01A-11R-A040-07,11.558797,0.0,5.2403183,8.727806,0.0,6.8807125,6.5640182,0.0,0.0,0.0,0.0,0.0,0.0,4.9762073,0.9662304,0.9476123,6.7754974,7.433598,3.3119144,0.0,1.0280122,0.0,9.586073,0.0,1.7199106,4.767344,0.0,0.0,0.1574198,0.0,4.0317073,4.912901
TCGA-BG-A0MG-01A-21R-A104-07,6.2269716,2.3252199,0.0,6.4450197,6.9001303,0.0,0.826296,0.3579384,6.047495,0.0,6.13654,3.2915769,0.28281367,0.0,0.0,1.9025302,2.8143806,0.0,1.4601239,2.3259637,0.0,2.657136,0.0,0.0,0.0,2.5502138,0.0,1.9608896,0.8094435,1.0321493,0.5135469,2.6828418
TCGA-BG-A3PP-01A-11R-A22K-07,7.5843744,0.0,0.0,0.89981717,0.0,8.907308,4.584548,0.0,0.0,0.693084,2.068579,0.0,0.0,3.0769405,9.076452,0.6076595,2.0371888,2.7617395,4.710086,2.6999052,0.0,0.0,9.496513,0.0,8.353861,0.0,0.0,0.0,0.0,0.0,4.15247,5.3737164
TCGA-A5-A3LP-01A-11R-A22K-07,9.280562,3.3137267,5.589767,0.0,7.0512977,12.327421,4.7488537,1.3730512,9.8981285,9.661277,0.0,0.0,1.5326598,10.479692,7.643321,0.0,0.0,0.0,0.95387334,0.0,3.4087353,9.041833,9.447544,0.0,4.687321,0.0,0.6160801,0.0,10.107459,0.0,0.0,0.0
TCGA-EY-A72D-01A-12R-A34R-07,4.7941084,1.5219177,3.9792159,1.018551,0.0,7.6137614,4.4790316,3.5781727,7.4672422,0.0,2.6103327,0.07620539,0.0,0.0,3.4534662,0.0,0.13678654,7.168018,2.0047092,0.0,0.0,6.040424,1.1122946,0.0,2.2427616,1.5422549,0.0,0.0,0.0,0.0,5.1054173,7.029684
TCGA-AX-A2H4-01A-21R-A18M-07,2.353808,0.0,0.32211703,0.0,1.57834,6.6589837,7.03415,1.729504,2.9093451,3.7511709,1.3762653,0.0,5.424923,5.621622,0.0,7.9810715,0.0,0.0,0.0,0.5063549,1.8747646,11.195714,0.0,2.1743767,1.2246248,0.0,0.0,0.0,3.0946426,1.4597409,0.0,0.0
TCGA-AX-A2H7-01A-12R-A18M-07,0.0,0.5086181,0.0,1.6505923,0.0,0.0,0.116874896,5.389294,0.0,7.0600367,2.9533758,3.4031692,0.0,0.0,11.655386,0.0,1.3752675,5.952701,0.0,6.2746153,2.6797118,2.6831443,3.955197,1.4627585,4.0656753,0.0,0.0,2.626412,0.0,0.0,6.338296,0.0
TCGA-A5-A0RA-01A-21R-A104-07,2.094838,0.45859075,0.0,3.4549387,7.5344396,0.0,0.0,5.033374,1.8266909,0.02848433,3.3149118,0.0,1.4925866,1.8218472,0.0,4.7665353,1.8548452,0.29187518,0.0,4.578187,0.017900862,2.2789733,0.0,0.0,0.6761795,1.5557051,0.0,12.023759,0.6785405,3.044133,0.9679824,3.8755493
TCGA-BS-A0UV-01A-11R-A16W-07,2.9114254,0.0,3.436034,4.791349,0.42640084,0.0862131,2.974789,0.0,0.0,0.41562104,3.9690433,0.0,0.0,4.858411,4.783987,0.9340504,0.0,0.0,1.6627154,0.47456062,1.0792623,0.07052953,0.0,0.0,6.0603375,0.47021186,0.0,4.4715905,2.026961,0.0,0.0,2.113
TCGA-EY-A1GE-01A-11R-A13S-07,0.0,4.5217037,0.0,1.7357628,5.079319,0.0,0.0,5.92207,0.0,2.6156254,0.0,1.1116178,1.9082162,2.4498172,0.0,0.4076951,2.9283984,2.140462,0.0,8.240019,0.0,0.0,5.138868,9.567056,5.439692,1.9330857,4.1980166,16.529083,0.0,1.8850179,3.8704746,7.4401402
TCGA-PG-A917-01A-31R-A37O-07,0.0,4.9277234,0.0,7.8622766,0.0,2.4902086,5.2669287,1.4179807,0.0,7.0623727,8.303251,2.179357,0.0,2.013057,3.91618,3.9277248,4.4080358,0.0,0.0,8.39563,8.116963,0.0,0.0,4.9563284,0.0,0.0,0.0,0.0,0.0,0.0,5.310851,0.0
TCGA-A5-A0GN-01A-11R-A040-07,0.0,9.485309,0.0,0.0,1.4072019,6.097084,0.28595236,8.829696,2.3937848,2.8392303,1.6338588,0.5914581,0.0,0.0,0.0,1.0313985,0.0,0.0,0.0,0.0,1.6005523,1.57264,0.0,8.851405,3.0447946,2.3813214,0.0,0.0,0.0,2.4043243,2.524006,0.0
TCGA-AP-A5FX-01A-11R-A27V-07,0.0,0.0,0.0,0.01918538,0.0,0.0,0.0,6.3077097,0.0,1.3005191,0.51069874,0.0,0.28525516,3.4771817,4.5580354,0.0,0.0,0.0,0.0,4.1486425,7.457714,0.29596668,4.478606,2.1968198,11.534668,0.0,0.0,12.661469,0.0,0.0,2.6575925,0.0
TCGA-B5-A0JR-01A-13R-A466-07,0.0,6.597186,0.0,0.0,0.44098246,5.0368223,5.5354395,0.8754632,0.0,0.0,1.0155838,2.7810717,0.63991123,0.69936836,2.5373485,1.6544071,0.0,0.0,1.6494536,9.164656,0.0,0.6349508,2.9144747,8.252494,5.8014913,9.467921,0.012332663,0.0,0.0,0.0,4.474651,1.7967763
TCGA-BS-A0UM-01A-11R-A104-07,0.0,10.863218,0.0,5.678099,5.0370255,0.0,0.0,2.6113203,0.0,6.365639,3.6856747,5.410397,4.520584,3.5618145,0.0,0.45621163,0.0,0.0,0.0,10.265573,1.100105,0.0,0.0,6.5919447,4.7415876,3.595045,0.0,9.482083,0.0,1.9223609,0.711473,0.0
TCGA-BG-A0MI-01A-11R-A040-07,0.6132445,8.9237995,4.3004255,7.4468627,2.1375554,1.1077812,0.5368515,0.9611261,6.657511,0.8492431,5.79798,4.886723,2.502088,0.0,0.0,0.18289931,1.5708722,0.0,0.0,0.0,0.0,0.0,0.0,2.0497699,1.8408228,4.5367646,0.0,3.5793502,0.0,5.5502863,6.1417217,1.1423204
TCGA-EY-A1GX-01A-12R-A13S-07,4.3920336,0.0,0.0,5.200852,3.6503124,0.0,0.0,2.7223363,0.0,0.0,0.0,7.592047,0.0,0.0,13.431861,0.0,0.0,12.180428,8.062668,7.1666913,0.2541792,1.4633645,3.0696504,0.0,14.542448,5.4914646,0.0,6.1742787,5.4058723,0.0,1.7549238,2.1884212
TCGA-AX-A3GB-01A-11R-A22K-07,0.0,6.8225303,0.0,6.811929,1.6943089,1.155847,0.0,11.42912,0.0,0.7816242,1.2046673,0.0,0.0,1.4341867,0.0,6.152991,4.126626,2.8575509,0.0,2.7089036,5.038008,0.0,3.5170922,7.224819,4.661243,4.991925,0.5028409,11.352539,0.0,4.5355597,8.030834,0.0
TCGA-BG-A0LX-01A-11R-A16W-07,0.0,0.81026787,0.0,0.1870902,0.0,0.8047509,1.6464041,0.0,0.0,0.0,0.79775465,1.936701,0.0,1.5886095,4.0284333,0.0,0.41167295,0.0,0.0,2.2415137,0.0,0.0,0.0,5.79138,1.3671411,1.467217,0.31794563,0.0,0.0,0.0,0.72467625,3.7593946
TCGA-BS-A0V7-01A-21R-A118-07,0.0,0.0,0.0,0.0,0.0,3.4335666,0.0,11.376021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.242459,1.2033063,5.5302844,0.0,0.0,5.647073,0.0,2.9222488,13.078893,0.0,0.29372102,4.768768,0.23677802,0.0,4.9615116,2.2968473,0.0
TCGA-B5-A3FA-01A-11R-A19W-07,5.7415996,5.201393,3.5224922,7.5816016,4.2228007,9.95286,3.7676673,0.007993415,4.557406,3.1953266,4.0540223,0.06495774,0.06637845,7.582403,1.9788866,4.3934436,0.0,0.0,2.979758,0.0,1.1765529,0.0,0.8737134,0.0,7.404306,2.3805385,0.0,0.0,4.047361,0.0,0.0,2.9481883
TCGA-BG-A0VT-01A-11R-A10J-07,0.0,10.407634,0.00848408,3.3194778,0.0,4.056593,0.0,7.016205,0.8298434,0.068376735,0.0,1.8734556,0.0,0.0,0.0,0.0,4.2523727,2.5057864,0.0,0.15012611,0.48821613,0.0,2.506306,7.7599373,1.1731088,6.667766,1.6030419,0.0,0.0,1.3273937,9.68303,0.0
TCGA-AP-A0LG-01A-11R-A16W-07,1.6328642,9.4292345,0.656195,2.16787,3.5592535,2.4940038,2.8833003,0.0,6.5227737,0.0,4.195491,7.0505414,0.34589723,0.0,1.2988662,0.0,0.0,0.0,2.7126112,0.0,0.0,0.0,0.0,0.0,0.8979645,8.022413,0.0,0.0,0.0,0.0,5.1659203,4.3093033
TCGA-AX-A1C8-01A-11R-A137-07,3.5950358,0.0,6.5264454,1.0065831,0.28921443,0.0,0.0,0.09466569,0.0,0.0,0.0,0.0,0.0,7.53687,0.9028667,0.0,5.3800893,3.9514167,0.0,0.0,4.5300403,8.102299,6.813279,0.0,0.0,7.9574866,6.4774942,0.0,4.610315,2.072535,0.0,0.0
TCGA-AX-A060-01A-11R-A00V-07,0.0,12.282446,0.0,3.2959225,10.52163,2.869205,2.565276,1.1874187,1.6646442,0.0,1.5680791,13.67318,0.0,0.0,3.039001,0.0,0.0,7.227184,4.388241,6.7232714,0.0,0.0,0.0,5.5901995,8.658247,11.917098,2.8373747,0.0,2.8644016,0.0,2.0206199,7.000626
TCGA-A5-A2K4-01A-11R-A18M-07,6.198863,0.0,0.5027018,0.0,0.19724362,7.528936,0.26941875,3.6191077,4.617079,0.9165057,0.0,0.0,7.185906,7.3116117,0.0,3.0603218,4.521445,0.0,0.0,0.0,1.5066102,10.892341,4.514092,0.0,0.0,0.0,3.2310276,0.0,0.0,0.4432262,0.0,0.0
TCGA-D1-A15Z-01A-11R-A118-07,4.2168427,4.502529,6.7042613,5.549273,0.0,0.14905012,2.9909534,1.2569443,7.935402,0.0,1.5225664,4.1786923,0.0,0.0,0.0,0.0,5.3451066,4.081361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5653806,0.0,0.0,0.0,4.1993504,10.163498,0.6290622
TCGA-BS-A0T9-01A-11R-A12I-07,0.0,2.128446,14.568911,3.1524663,0.0,2.102573,0.0,3.4444628,9.537151,2.8349755,0.0,0.0,0.5063079,0.0,0.0,0.0,0.25838238,1.9380122,0.0,0.0,2.0826256,0.0,0.0,3.5324748,0.0,0.0,0.1439257,0.0,1.550128,8.9706955,0.0,0.0
TCGA-A5-A0GQ-01A-11R-A118-07,0.0,1.7285261,0.0,1.1981488,8.039524,0.0,0.0,8.951722,2.3870966,1.3440131,3.8872929,0.0,1.082289,0.0,0.0,4.742429,0.0,0.47631875,0.0,3.9037433,0.0,1.6955597,0.0,2.3308387,2.261372,0.95834017,0.0,9.581838,0.0,3.262501,1.7343488,3.1824527
TCGA-D1-A0ZU-01A-11R-A10J-07,0.0,9.758556,3.6045458,2.56529,0.352224,0.82021827,0.0,1.8051724,3.3467855,0.0002862662,0.0,2.9187908,0.0,0.0,3.4964938,0.0,3.4295254,0.4439347,0.0,0.0,0.0,0.0,1.6244413,5.7899895,3.5307817,3.945044,2.3843598,3.7119825,0.0,0.0,6.500236,5.706645
TCGA-AJ-A3BI-01A-11R-A213-07,0.0,0.0,0.0,3.6403325,0.0,0.0,0.0,4.381044,0.0,0.0,9.960438,5.9482512,0.0,0.0,4.8431025,7.957459,0.0,5.43191,6.887207,5.430275,7.2560496,0.58506626,0.0,7.1720247,7.334182,0.0,0.0,2.1565185,1.9444523,0.0,0.6797615,0.0
TCGA-B5-A11N-01A-11R-A118-07,0.0,9.81704,0.0,0.0,6.1874824,2.4657683,4.398041,3.324206,0.0,8.265847,3.0011482,6.05282,11.408051,0.0,0.0,2.0513723,0.0,0.0,0.0,7.601079,0.0,0.0,0.0,13.646738,5.1868367,1.296776,2.7693,0.0,0.0,5.708226,0.0,4.6367464
TCGA-BG-A0YV-01A-11R-A10J-07,9.577396,0.0,2.7384307,3.6746469,3.7938383,0.0,0.0,2.7890375,3.526245,0.41112304,0.0,0.0,0.0,2.326067,1.8157781,0.0,5.8674498,0.0,0.0,0.2173591,3.4498868,2.3616781,2.2693093,0.0,0.0,0.0,0.0,5.9532566,1.9979014,2.1078162,0.0,0.0
TCGA-AX-A3G6-01A-11R-A213-07,12.599017,3.2784007,0.0,0.0,1.230822,6.099726,5.3177867,1.2376993,5.417301,6.0150466,8.42985,0.0,0.0,0.41127872,8.496257,1.7208229,0.0,0.0,7.8513227,1.0248724,6.0345135,0.31974983,1.0729127,0.0,10.734932,0.0,0.0,0.0,0.51398784,0.0,1.5402805,0.0
TCGA-EY-A1GV-01A-11R-A13S-07,1.0346577,0.91685015,2.8325775,0.0,4.7741446,8.770571,0.0,5.324338,5.598078,2.2763038,0.0,0.0,1.1714122,7.1695223,2.5888073,2.232899,0.0,0.0,0.0,0.0,0.24724329,11.8289,0.26539287,0.0,0.0,0.0,4.548719,0.0,4.198385,0.9211015,0.0,0.0
TCGA-BS-A0TI-01A-11R-A104-07,0.0,4.5890813,0.0,3.7147458,2.315932,3.2268171,0.25828862,4.2517424,0.0,3.162027,2.4376054,0.0,0.0,3.760268,1.7763381,2.0448725,0.0,0.0,0.0,2.069584,3.109922,0.0,0.036150903,4.058423,4.075528,0.71656644,0.0,2.723477,0.6981464,0.0,0.0,0.0
TCGA-AJ-A2QN-01A-11R-A18M-07,0.0,6.9289904,1.071345,5.627925,0.64874405,0.0,0.0,1.5443044,0.0,3.6091292,0.0,1.5259161,0.0,0.9117993,7.3959255,0.0,3.824151,0.5014466,0.0,2.9725142,0.0,0.0,2.747483,3.0892353,3.8839145,0.88892573,0.0,7.093623,0.0,0.0,3.7942822,2.0289927
TCGA-AX-A05U-01A-11R-A00V-07,0.0,3.3670528,0.0,8.261232,0.0,0.0,0.0,1.2566799,0.7363978,0.23058714,3.2147632,6.554752,0.0,0.0,3.7594867,0.0,8.040371,5.0065455,0.0,2.8515162,0.0,0.0,0.0,0.5471689,0.0,2.346356,0.0,2.5487413,0.0,0.0,12.255629,2.3362124
TCGA-A5-A7WK-01A-11R-A34R-07,12.99346,5.6008296,0.0,2.3664043,0.8883863,8.536959,2.3344178,5.4012957,6.9494076,5.6706076,2.5625992,0.0,0.0,0.0,7.8770576,0.0,3.087351,1.1561122,1.2015183,0.35324883,2.707073,2.2146363,2.5383961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.589361,0.0
TCGA-AX-A06H-01A-11R-A118-07,0.0,1.9136741,0.0,0.0,0.2683928,0.7144238,1.0441277,2.2882624,0.0,0.09587167,4.1609445,2.0973468,2.989961,0.24660996,0.0,1.8113225,0.0,0.0,0.0,4.632096,0.0,0.0,0.0,11.003625,2.0538516,1.1576092,0.0,1.7744614,0.0,0.031293847,2.3306189,4.8017464
TCGA-DI-A2QT-01A-12R-A19W-07,7.686774,0.0,0.5445398,0.11357446,6.588553,3.6819263,0.0,3.5421772,4.163796,0.0,0.0,0.0,0.0,7.5870495,1.2629507,6.487216,0.0,0.0,5.4457836,1.6567303,7.9148116,12.861174,0.63312984,0.0,0.0,5.6474175,0.0,0.0,4.2966123,0.0,0.0,0.0
TCGA-PG-A6IB-01A-21R-A31O-07,0.0,0.0,7.32116,0.8290028,0.0,0.0,12.069059,0.0,0.0,0.0,1.4212329,0.0,0.0,4.2668896,0.0,10.282542,0.0,0.0,6.5050077,0.0,9.506828,2.600621,0.6955373,4.720678,1.7097863,0.18081602,0.0,0.0,2.0207894,0.0,0.0,0.0
TCGA-PG-A915-01A-11R-A37O-07,14.785176,0.0,0.0,1.2767626,0.0,1.6027724,7.4020014,0.0,2.818922,1.2673562,0.83982456,0.0,0.0,0.0,4.3102207,1.3162417,1.4087479,1.6111194,4.6165414,1.3841484,2.32949,4.3495283,4.1645713,0.0,0.0,0.0,0.0,0.0,4.6693053,0.0,0.0,0.0
TCGA-D1-A1O5-01A-11R-A14D-07,0.31974298,0.56246006,0.0,0.0,4.754296,0.0,0.0,7.29774,2.3897395,4.2685103,0.64308405,0.13543487,0.0,0.0,2.0254147,0.0,0.73370403,1.607596,0.0,0.6836215,0.0,1.5340533,0.42192188,0.8639256,2.6863222,0.0,0.0,4.8177032,0.07281742,0.30541828,2.5154698,2.9331923
TCGA-B5-A11X-01A-11R-A10J-07,0.0,0.0,12.307127,0.0,0.0,0.0,13.631218,0.0,0.0,7.2503924,0.0,0.5729132,9.5536585,0.61239946,0.0,0.068890706,0.0,0.0,0.0,0.0,4.4994464,0.0,7.68447,15.172584,12.643597,3.5572288,0.0,0.0,0.0,6.063999,6.077494,0.0
TCGA-EY-A2OP-01A-11R-A19W-07,6.283389,7.246634,5.8195944,5.7268305,0.0,5.982353,5.2948403,0.0,5.693484,0.0,6.731604,0.009898871,0.0,2.1064363,7.2252755,0.0,0.0,0.0,7.7680645,0.0,2.3629706,0.0,0.0,0.0,4.8518195,7.8063197,0.0,0.0,0.0,0.0,4.958253,0.0
TCGA-BS-A0TJ-01A-11R-A104-07,0.0,0.0,3.9766636,0.45959342,0.0,4.1707273,5.7305098,0.0,0.0,0.0,3.07005,1.1078924,0.0,3.2206092,5.3502965,0.0,0.38846734,0.0,1.9568183,0.0,0.0,0.0,0.0,3.1137486,3.2480335,0.0,0.0,0.0,0.9552958,0.0,0.0,10.169259
TCGA-AX-A06L-01A-11R-A118-07,0.0,2.4026399,1.533225,2.715594,1.2648122,0.0,0.0,7.784957,0.0,2.6605206,0.0,0.0,0.0,1.473037,0.0,0.12800382,2.3684642,0.0,0.0,0.0,2.7883768,0.005910285,1.6563438,4.153695,2.1392322,0.0,0.0,8.330207,0.0,3.3322494,1.9884057,0.0
TCGA-AP-A053-01A-21R-A00V-07,10.851046,0.0,3.1506338,3.6818664,0.0,5.528071,5.685624,0.0,4.6590896,2.1621478,3.4265256,0.0,0.0,0.0015519112,8.431329,0.0,0.5718319,3.6327624,5.178592,0.0,0.0,0.0,6.2992845,0.0,6.9710207,0.0,0.0,0.0,1.6549355,0.0,2.7458165,4.7648315
TCGA-EO-A3KU-01A-11R-A22K-07,9.703029,0.0,5.063386,0.0,2.0550654,1.3971289,0.0,1.5537066,5.974835,0.32455653,0.0,0.0,2.0513248,6.0405197,0.47551814,0.0,2.8687167,0.0,0.33164436,0.0,6.2663484,3.2841063,6.6100564,0.0,0.2449376,1.6915016,0.0,0.0,2.7566175,1.5233514,0.0,0.0
TCGA-KJ-A3U4-01A-11R-A22K-07,8.70605,0.0,4.9834146,0.0,5.3606877,0.0,0.025510818,0.5559416,8.807474,4.1519136,2.5466268,0.0,8.548074,5.532515,0.0,0.41128504,0.0,0.0,1.8211317,0.0,5.5864205,0.0,4.9848323,0.0,10.9598,0.0,0.0,8.084685,6.70589,4.556465,0.0,0.0
TCGA-AJ-A3OL-01A-11R-A22K-07,4.4165497,4.71757,5.162978,6.9630265,0.0,3.8865666,0.0,0.20347005,0.97697777,0.0,0.0,0.0,0.0,6.089028,12.936656,0.0,4.051822,0.44694808,4.6518717,0.67932457,2.0926957,0.0,2.1047032,0.0,4.5238476,8.341725,0.0,3.0114267,0.0,0.0,3.6995993,2.2580242
TCGA-2E-A9G8-01A-11R-A40A-07,10.1649065,0.0,0.0,3.5976093,3.1009948,0.0,1.1198438,0.79094857,2.3704987,2.7888958,5.6901283,0.24631484,0.85950226,1.6536033,0.0,4.770426,0.0,1.6770518,4.6339083,2.0962796,8.168809,0.0,3.0345268,0.0,9.033252,0.0,0.0,12.842685,7.5387554,4.0179,0.0,0.0
TCGA-EY-A1GL-01A-11R-A13S-07,0.0,6.4641023,12.751054,0.0,0.3404426,6.8285522,0.0,4.382539,15.638788,0.0,4.058173,0.0,2.7424686,0.0,0.0,0.0,0.0,2.5908473,3.250386,0.0,0.0,0.0,0.0,6.433903,6.604197,1.2516034,0.0,0.0,0.36434197,7.7261453,5.2013655,5.907321
TCGA-B5-A0K6-01A-11R-A040-07,0.0,9.072078,0.0,11.682065,2.924084,2.825585,0.0,4.3940244,0.0,3.0873802,4.651679,7.774159,0.0,0.0,0.77902234,3.9968004,0.86293304,2.124952,0.0,3.2620943,1.7741841,0.0,0.0,5.0025663,0.0,2.3460104,0.15096578,2.2182631,0.3161888,0.08279026,0.0,0.0
TCGA-BG-A3EW-01A-11R-A22K-07,8.283336,7.903202,0.0,4.243625,6.8906846,9.467573,1.2292825,1.234425,4.2327147,0.0,0.81580496,0.0,0.3518397,9.268435,6.6210256,0.0,3.2585435,0.0,4.5080714,7.031172,0.0,3.7623105,4.732105,0.0,5.7090344,9.242181,0.0,0.0,0.0,0.0,3.901458,6.81079
TCGA-BS-A0UF-01A-11R-A104-07,0.0,0.0,0.0,0.6785057,0.0,0.0,8.848702,0.0,0.0,15.312183,6.070385,4.4186893,5.142228,0.0,2.692609,0.0,3.7717824,0.0,0.0,4.9589643,0.0,0.0,0.0,6.087,0.0,0.0,0.0,0.0,0.0,1.7825902,1.6493578,1.2144397
TCGA-EC-A24G-01A-11R-A16F-07,0.0,4.125803,0.0,4.334967,1.7407372,0.0,0.0,0.69247454,0.0,0.0,1.4730374,2.011342,1.1416599,3.3289328,0.0,1.0820473,2.546332,0.0,0.0,5.226228,0.0,0.0,1.3879839,7.364272,2.6817808,4.0451345,0.21825927,8.697909,0.0,0.0,4.42951,7.2902775
TCGA-AP-A0L9-01A-11R-A040-07,12.688746,0.0,1.3798681,7.044121,1.5210748,0.0,4.0045915,0.0,0.2961914,5.738639,1.5420991,0.2999093,0.0,3.645682,5.4670844,2.6710114,1.7190104,1.7701635,0.9752006,1.2711699,1.481917,3.392219,0.97267294,0.0,1.0176859,0.0,0.0,5.203595,7.4449916,0.0,0.0,1.3322768
TCGA-A5-A0G3-01A-11R-A040-07,7.4073324,0.0,8.736429,5.1062026,0.0,0.7749221,4.116721,0.0,0.0,5.751947,0.0,1.510146,0.0,6.448171,5.026541,0.0,4.5478086,9.460359,0.0,0.0,6.175414,0.0,11.421851,0.0,0.0,0.0,10.211151,0.0,16.041725,2.9468734,0.0,0.0
