,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,recon_err,y
TCGA-DI-A1NO-01A-31R-A157-07,2.2990503,-1.7881289,5.448292,1.2069117,-1.8072966,0.8157921,2.390088,-3.3030546,2.9372075,4.987532,-1.8508716,3.6389701,2.1639307,1.745828,-0.7908092,5.6710324,-2.4186862,6.5739603,-4.109459,0.3459687,2.2146127,-3.9208326,-2.4980118,0.8880819,-0.57094055,-5.5686207,0.4375574,-6.7179475,5.043781,-4.422121,-3.3185902,3.0232873,19.782625,1.0
TCGA-EY-A210-01A-11R-A157-07,-2.420588,-2.0247505,-0.31216094,-2.3846605,0.89276963,0.3845838,-1.854369,3.564521,-4.193108,-2.7561188,-2.614403,-0.067297205,0.41820157,-2.1808553,-0.8708432,7.1552906,0.9023691,-4.084411,-1.8765206,-0.88479966,6.071161,-0.19755545,-3.4964697,0.52463305,5.6867795,-3.454872,-3.9113858,-3.738083,3.6184907,-5.5468836,1.8909457,2.3854418,22.152075,0.0
TCGA-AJ-A23O-01A-11R-A157-07,-0.7777385,2.7732587,-3.8877683,-1.3671997,-0.49582028,1.537196,1.2479095,-0.69372725,0.0784337,-1.2369103,-1.0733199,0.4802655,-2.4818673,-1.3783852,-0.3046312,2.815661,0.9245419,-0.58355606,-0.9944907,-3.0415173,-2.2485209,0.11220304,0.4861936,-0.40445146,0.47931898,-2.6565936,1.7102414,0.0025978752,0.88578874,-1.7821475,3.2334304,1.1714935,12.076442,
TCGA-EO-A22R-01A-11R-A18M-07,-1.7580243,1.6621084,1.1054419,-1.4212633,0.3544844,3.0674295,0.20975076,-4.278652,0.6990973,-5.3808074,1.5662723,0.9956997,1.4277666,-2.350457,-0.08441741,-1.7500303,-3.2277198,-1.0999355,-4.6698227,-2.623809,-0.57977134,-2.8543978,0.33908853,-3.3847897,-0.28876123,-1.0957649,3.4603016,-0.20936576,-0.836037,0.24862765,-1.2134814,-1.863475,22.031998,
TCGA-B5-A11V-01A-11R-A10J-07,-0.7381447,-1.1459744,-2.0224342,-0.234531,0.62786376,-0.21290143,0.48305446,-1.8796824,-1.4780134,-1.4615208,-1.7911996,1.1908376,1.9978191,-0.30078772,0.17585014,-0.09671155,1.2043906,3.607492,-0.731783,-1.8113362,0.4887037,-1.3720355,-0.44304255,-1.0289085,0.085060745,-1.331419,3.8291254,-1.5841129,-1.155408,-0.22161323,-3.767353,-0.3629656,11.148746,0.0
TCGA-D1-A103-01A-11R-A10J-07,-1.4016919,0.8275651,-2.223009,-2.2528324,1.7549286,3.115751,-0.0451656,-2.8717675,2.0610619,-2.720601,-2.0913067,2.5492363,-0.673798,-0.4551962,1.2766366,0.41159672,0.29256606,0.6317514,-1.3646604,-0.53386635,-0.13527901,2.8136404,0.50400656,-2.0630817,-2.5342684,-1.4479511,-1.6269766,-1.0364947,2.2965467,1.7127315,-0.05886829,0.21089877,14.474656,0.0
TCGA-BS-A0TD-01A-11R-A104-07,-0.7790047,-3.5623279,-1.3364877,-0.44040504,-0.39967757,1.3133409,-3.1594296,-2.0102985,-0.21289466,0.3601596,2.1407056,2.0564713,1.907961,1.1919823,-0.81637007,0.26671842,0.12200383,2.473463,-0.44270575,-1.012001,-0.14537023,0.74869204,-2.2347817,1.3508177,-2.0203354,-1.0940416,-0.35760182,0.6130743,-1.1393019,1.6188318,0.8131826,-0.38454625,6.0991907,0.0
TCGA-B5-A5OD-01A-11R-A31O-07,-0.90184146,-2.9575293,-1.2350812,0.7539904,-0.5994074,2.4891317,-2.1199772,1.3214536,-0.46628955,-0.7859965,0.8827393,3.704461,-1.5934826,3.1501245,-0.02575231,6.6108193,-3.0477085,-0.63137466,-4.532853,0.98866856,4.7695985,4.061519,-4.79004,-1.5487988,1.9513932,-1.4113309,-3.588643,-4.3483605,2.913892,-1.4920897,1.1298643,2.4441826,24.711084,
TCGA-AP-A05H-01A-11R-A00V-07,-2.0717037,-10.532335,2.1365726,1.7648972,0.8476153,5.761931,-5.9237213,3.6406653,-1.1344347,0.6333369,-1.5295054,1.5717641,2.1246114,-0.7893876,-1.2515554,6.66798,2.9910088,-0.34362683,0.6407067,-8.678671,2.1478581,-7.6058087,-3.0479,1.9549099,2.8509018,-0.788998,1.1336322,4.2526426,1.951216,-3.0301778,-2.5576463,6.138598,15.616131,0.0
TCGA-A5-A0R6-01A-11R-A104-07,-0.19591327,-4.479133,-0.29059646,-2.6443727,-1.5351521,2.8284328,-3.4979002,-0.8339633,-0.021220617,-0.57552564,0.35693634,4.9861107,1.4675475,-1.3174207,-0.002023808,1.9942683,1.1573193,0.67762303,-2.8230722,-1.5115919,4.8843293,-3.6588635,-0.98281693,1.0263495,0.106450066,-0.0792454,2.1325295,1.1886696,-1.5487779,3.4704752,1.3538867,-0.32605758,16.407927,0.0
TCGA-B5-A0K2-01A-12R-A104-07,-0.37907085,-2.4258811,-0.9189583,2.425396,1.146029,3.7804186,-1.1651833,1.2166743,0.64195305,-1.6280301,-1.2660425,-1.2081965,1.7411368,1.3657551,-1.5371113,-1.7319838,0.30403855,-0.3468273,-1.7659972,1.2811294,2.580123,2.0971365,-5.8668017,2.3183625,-2.366379,-1.8511845,-1.9709278,1.9492304,-1.0987946,1.1577753,-0.022803515,-2.0499604,7.1433315,0.0
TCGA-D1-A3DG-01A-11R-A19W-07,-5.9493184,-0.11118162,0.6858317,-5.749049,-1.9765296,2.8603432,0.27089018,-2.2478864,-0.4346232,-5.184238,-4.563579,2.26065,3.1934922,-8.967527,0.8789279,10.617833,1.1692481,1.5572408,-1.3911947,-0.05525834,3.8391051,-1.321077,-5.153044,-6.736474,6.834821,-6.933618,-2.6987991,-4.1060605,4.726739,0.3517238,-4.5012403,2.1158285,24.949814,
TCGA-AX-A2IN-01A-12R-A180-07,3.0289898,1.1053625,-0.011411157,0.36310002,-2.4299023,1.2415594,3.6491504,1.1016054,-5.9443502,-4.8785563,-3.1685548,0.32908836,2.75396,-2.134859,-3.3308804,7.3288484,2.2877588,-1.0084484,-0.67937547,2.7074955,-2.1655765,-0.9050822,-8.398716,-3.3695073,4.2390018,0.33304247,3.3490396,-1.1558278,0.5299482,0.45977187,0.69659805,3.7179666,14.879429,
TCGA-KP-A3W3-01A-11R-A22K-07,1.038025,2.3651738,-2.233233,0.49098644,1.9402858,-0.1713651,3.3182986,0.8626095,1.5502048,0.79612035,-0.8764422,-0.72945154,-1.4404231,1.3249166,-0.9154363,4.940677,-0.93304193,0.36073968,-0.8024147,2.0686245,3.5265343,0.03041199,-5.381923,-2.1042347,1.659058,-3.4015675,-4.7282414,-0.06466127,3.409535,1.3103054,-0.042782575,2.7791183,18.64436,
TCGA-A5-A0GP-01A-11R-A040-07,1.2746652,-2.401797,0.58622193,-0.7284604,-0.4849246,3.2602608,-1.0983604,-0.31903857,0.70936346,0.74240535,-0.70934,1.0281638,1.7035425,-2.0933294,0.334466,1.0347806,1.363868,3.2327466,-2.1093075,0.20494652,-1.677667,-0.1552096,-3.5083413,-0.27936655,-2.2632291,-1.9404061,-0.814283,0.95121825,-1.02702,0.631126,-1.6335667,0.554716,11.813459,0.0
TCGA-EO-A2CG-01A-12R-A180-07,1.2493548,-1.8227683,-0.9560973,-0.67791104,-2.3863428,0.96620077,-1.6547271,0.8787655,1.9964836,0.72371775,-4.1023073,1.8203114,-1.4042338,2.239665,1.0390202,4.578091,2.3366783,1.7745897,-3.9195573,1.1810192,4.614348,-4.468669,-2.165137,0.9455445,-0.10612034,-3.4498804,2.3711147,-2.8578243,-1.022714,4.078541,-2.018591,3.3316615,16.785486,
TCGA-AX-A05S-01A-11R-A00V-07,-1.0766578,-0.68677217,-2.0667045,1.0332116,-0.2579904,2.4439409,-1.0641743,-0.6069194,-0.22277276,-0.13397507,0.88152874,0.6206042,-0.3124188,0.2860341,-0.8920141,0.0032677602,-0.00131661,0.044059124,0.65950394,-2.1469388,0.41883895,-0.17568779,-1.224066,1.0200549,-0.26909652,-2.5704155,0.85555565,2.1558645,-1.97044,0.20092298,2.1444786,1.041773,10.543218,1.0
TCGA-EY-A1GM-01A-12R-A14D-07,4.215471,-6.980735,1.2771963,0.17273204,1.3645906,1.8310505,-4.1602297,-3.954362,0.5917525,-2.853855,0.64037544,0.84600633,-0.652165,2.4490755,-9.700706,7.8243957,-0.3156075,0.9490663,-1.8554841,-3.5689447,2.999299,-5.438818,-0.52058357,-0.01429711,1.2931615,-1.7202585,5.237587,-3.607381,3.46389,6.4860682,-3.56466,7.5369763,21.871965,0.0
TCGA-AX-A05Z-01A-11R-A00V-07,-3.2556393,-5.436855,-1.2970953,0.24246144,-0.017493254,4.767829,-1.2302818,1.1601721,-0.43204024,-2.8475304,0.3845456,1.9624586,3.6370625,-0.21729401,1.8959868,-1.12155,0.31113207,0.8786996,-0.03252463,-2.863133,0.20731857,-0.88036174,-4.8817534,4.2467465,-0.82405746,-0.49457586,1.3796432,3.4978008,-0.19019373,-2.6447256,2.037163,-2.1326277,8.352445,0.0
TCGA-AX-A1CJ-01A-11R-A137-07,-2.8564887,-4.1952004,-2.7818487,-1.9803964,1.0426284,-2.011416,-2.1032171,0.50537115,-0.24732213,1.9661328,-1.2790756,-1.1159453,1.4087545,1.8642359,-0.051978108,-0.26473707,0.93116754,2.99295,0.10981291,1.0120502,-0.111449026,-0.2731334,-1.4302695,1.322857,-1.6898338,-2.2931356,0.18792845,-1.6741784,2.3061917,-0.38660967,2.6171877,-0.45985278,11.741694,0.0
TCGA-BG-A2AE-01A-11R-A16F-07,-0.30942515,-0.9700527,0.8395399,-2.7586515,1.9968292,2.5033252,-1.8440157,-3.0341885,1.3932875,-6.6365066,0.9686268,-0.9034565,5.213093,-2.8282661,-1.379075,1.7961702,0.9010929,-3.9111104,-1.9399804,-3.317248,4.165247,-0.09840644,-0.5482119,2.224517,-1.1153833,-3.7824073,0.14290577,-0.32400408,0.3908068,-2.9427142,-1.219111,1.6917018,23.38835,
TCGA-A5-A2K7-01A-11R-A180-07,-0.086150795,0.64714605,0.4995676,0.61438286,-3.7963502,2.5516179,-0.50944525,1.0296986,-1.5217133,-0.105132274,1.7123533,2.332223,1.7803982,-2.240659,0.07500753,3.9269469,0.80803746,0.5143307,-2.15241,-0.18263814,0.7362395,0.7792302,-1.575578,-1.7969681,1.1140456,-3.4243255,-2.4825475,2.1961677,-0.007577003,-2.3471627,-1.0660676,-1.7424957,13.992524,
TCGA-D1-A2G6-01A-11R-A17B-07,-0.19218336,0.36320975,0.64425033,0.48596957,-1.3274549,3.7221544,-1.1321234,-0.19090642,1.9794103,-2.4175174,-0.15116517,1.5371293,-1.3273892,-1.8592077,0.95434135,3.8787003,0.5133106,-3.2275383,0.5364485,-5.7865467,0.20573978,-0.119145066,1.1552998,-2.233274,1.8192537,-3.6638463,1.9339666,2.4123733,0.93871087,0.42630595,-2.5316002,5.2281547,13.371216,1.0
TCGA-AX-A0J1-01A-11R-A040-07,0.25856322,1.2740446,-0.3366151,-0.2498382,-1.4229406,0.6637308,1.1719755,-0.7532098,0.038977593,1.6030763,-1.9350389,-0.9917317,0.5305139,-2.382554,-0.5711605,-0.022279587,-0.50521934,-0.6380442,-1.4328448,-1.1176858,-1.9552906,-0.27646372,-1.2606606,-2.899259,0.14231656,-1.7001537,1.3388202,0.5018016,0.783334,1.4194057,1.0500522,-0.83164024,13.656246,0.0
TCGA-A5-A0GR-01A-11R-A118-07,-2.113817,-0.8410287,-9.151652,-1.4384181,2.3496687,5.3637075,-0.40980154,2.4616175,-3.0801997,1.0934398,-3.8395512,2.9813368,0.30005854,1.8362294,-0.9152586,-1.5759583,-0.979015,-1.754263,-3.4588037,-5.1460166,1.6061735,0.218159,-2.9797482,2.9618218,1.6566037,-4.423851,-0.34582677,-1.2059373,1.9654663,1.2565181,0.20796831,0.10357193,16.077784,0.0
TCGA-5B-A90C-01A-11R-A37O-07,-0.07196524,2.2490559,-0.14806841,0.2162968,0.8375406,1.8934509,3.1695917,-3.2912767,0.6087304,-0.6856551,2.171107,0.71959054,0.6978742,-2.444644,-1.3292701,3.1904392,-2.7323754,3.1429558,-0.47206327,-0.53555703,5.775611,-5.2800207,0.90333694,-2.809047,-1.3820331,-0.93992853,-3.1502464,2.459605,-0.75364053,-2.8896906,-1.8414235,-3.0524824,19.797518,
TCGA-AP-A052-01A-11R-A00V-07,1.9009609,-1.4825865,0.969701,1.331569,2.489108,1.3598263,0.9459004,-0.10414974,1.825175,0.5267983,-0.5253924,1.5688592,1.1384376,0.5830209,-0.84284425,3.0646708,0.9278425,3.6046205,-0.9761609,-0.78254044,2.7008715,-4.1091743,-4.1460867,1.7846684,1.4877703,-1.3673698,-0.5461499,0.7612403,-0.9496014,0.36857688,0.90546596,2.7533102,17.620789,1.0
TCGA-D1-A17S-01A-11R-A12I-07,-5.7211266,-6.87088,-4.9871087,-1.1775222,-0.33431855,-1.6807498,-1.3478562,-0.87709206,-1.3010503,1.6431069,0.01763329,0.72562677,1.7034639,2.757807,-0.5814192,-0.006814652,0.3399044,5.3510327,1.6448439,0.6884336,-0.7510823,-0.046599828,-0.34239998,-0.44614568,-2.2552176,-2.3090813,0.37607592,-3.0330787,2.4814837,0.45143378,3.0356007,0.9372903,9.962397,0.0
TCGA-AJ-A3BG-01A-11R-A19W-07,-3.2000632,-3.7357843,-1.1125491,-0.22698952,-2.7713535,8.254776,-1.0871637,-6.3783803,-1.5282767,-3.2417748,-2.8352466,2.144387,6.9629283,-4.26204,2.3159797,3.5332634,-4.9462647,1.4266732,-3.1799126,-5.9712358,2.5564244,6.9598093,-4.787524,-6.6080494,-0.5562322,-6.0622053,1.4319562,4.005536,2.3631277,-2.4398167,-0.6700617,-6.7252274,15.144623,
TCGA-AX-A3FV-01A-11R-A22K-07,-0.5443227,5.8863945,-5.4214673,3.4539392,5.849651,6.3736897,3.5944858,-4.7571735,0.39947623,2.8195128,-5.762311,-0.32152495,5.1199365,-5.2763505,-12.355546,13.951621,3.6513758,-0.21988891,-5.506455,0.22583674,6.745027,-7.9152427,-14.511323,-5.6247473,4.1185565,-6.592574,5.9632416,-2.658355,10.757483,-2.9178126,-5.878262,-4.9323516,7.929686,
TCGA-EO-A1Y8-01A-11R-A157-07,-1.8278673,0.71097,-3.2928133,-0.08011864,0.97328836,0.6012166,-1.5098921,1.1945369,3.1389444,1.2203666,5.176084,5.304734,-0.74034333,-0.24549142,0.9306221,3.1940613,0.41213235,2.0136943,0.34952393,-2.0386722,1.6208125,-4.4449806,-1.6398017,-1.9672722,0.9403406,-4.2951884,0.5125586,-1.1855901,-0.016688611,-2.5469491,-2.2251856,1.3110309,15.599715,0.0
TCGA-AX-A05T-01A-11R-A00V-07,0.35899404,-0.49905995,1.0510141,0.005803543,1.2524362,-0.3994384,1.4948905,-1.7661479,2.2524545,-4.0118713,-0.012227184,-0.61516553,2.7787588,1.596195,-2.4509532,-4.02007,1.2064464,1.2067271,-1.7038649,0.24832596,4.5912313,1.2227544,-3.8839343,-1.0826486,-2.1576977,-0.90797347,-0.82740843,1.3927658,-4.18457,-0.69656795,-2.260576,-1.7505292,16.211573,0.0
TCGA-A5-A1OH-01A-21R-A22K-07,5.6606073,-0.13605557,-0.7022646,1.6500784,-4.567625,3.9032438,2.3777118,0.3305296,-2.8235157,-2.7027707,-3.9866462,1.6474004,3.6551452,5.5582385,-2.5064447,9.615156,-1.3636569,3.0992954,-2.2879345,-0.8429645,7.1545196,-6.218886,-0.73997945,-5.674519,4.9578395,-1.5919479,1.0088016,-6.4023438,2.3211305,2.3934557,-4.9577913,5.1273293,14.840245,
TCGA-BK-A0CA-01B-02R-A277-07,-3.5518112,6.0576773,-1.601613,-3.5180573,-4.4709253,-7.37298,4.109722,-2.9907413,-4.0524817,-4.8439274,5.8124356,4.4074454,2.0484042,5.302813,-6.6898913,1.3467511,-1.7518,-2.977234,-1.5419264,-2.2118204,1.1228526,0.3717695,1.9665223,-2.5280712,-15.108825,-5.4570208,-0.12270911,-7.2651386,-1.142452,0.64418244,-2.3677673,-1.4509901,10.006894,0.0
TCGA-D1-A163-01A-11R-A12I-07,-0.1554021,0.1371607,0.3357125,1.1117066,-2.1626983,3.803851,-0.38058364,-0.5057814,1.0450574,-5.469258,0.95116055,2.1420736,1.0362583,-0.64217156,-0.6401162,1.4820071,-1.9626653,-0.06072641,-2.252943,-2.5900705,-1.0149393,-0.317261,0.6057827,-0.9426977,-0.56975114,-0.76381814,3.715737,1.2335963,-2.265655,-0.42404026,0.24959925,-1.9469059,6.9624147,1.0
TCGA-EY-A212-01A-11R-A14M-07,2.1486254,-1.3609475,1.1892201,-1.8979539,2.3370035,1.5946333,0.26113233,-2.0335095,1.1418697,0.36006182,3.1985207,4.202419,-3.4434104,0.07752883,-0.84072423,0.95880115,-1.2241768,1.7990474,-2.6898775,-2.9258134,3.2635782,-4.6882544,-0.021044787,-0.14733763,0.7818577,-2.5190647,2.3671434,-2.395319,0.4167843,1.7691063,-2.4433243,-0.034361605,15.975918,1.0
TCGA-AJ-A3NE-01A-11R-A22K-07,-1.1789027,1.7093827,0.83305645,1.3682756,0.04111188,2.3278725,3.2847865,-2.5583215,-0.17679356,-5.1126394,3.7157476,-0.2621822,3.4000711,-2.3434916,0.44868395,1.5510699,2.0123706,-0.090009056,-1.3199843,-2.839575,0.9438161,1.121595,-0.6364107,-0.7116909,-0.18403202,-2.631191,-0.64161134,4.1397386,-1.3622258,-0.16918567,-3.185521,-2.1756449,7.7836123,
TCGA-BS-A0U5-01A-11R-A109-07,0.76944405,-0.79852957,1.2683113,-1.6548929,0.047598045,-1.2199073,-1.4078556,-1.2260734,-0.0527279,-1.948148,0.21233922,-0.32562667,0.0936739,1.5387717,-1.2725064,1.2597156,1.6548877,2.6964593,-0.24561179,-0.52885413,0.11339854,0.23100969,-0.40156043,-0.8726836,-2.0914526,-2.1810923,0.5909384,-0.8522735,0.21662036,-0.34237924,-2.0584016,1.315538,5.3324146,0.0
TCGA-A5-A0R7-01A-31R-A16W-07,-2.461441,0.3906618,-4.900709,1.1441747,0.1452592,2.4426467,1.2428151,1.937264,-0.44680402,1.0734543,-2.3995454,0.4104914,1.3451335,1.2611719,0.92867154,1.3129196,2.3965719,1.1360418,-0.9227738,0.40663666,-0.54927754,-4.5248685,-1.9516557,1.0065558,-1.6507536,-1.7229456,1.4859992,1.910498,0.4275906,-0.45310268,-0.44089007,2.5692177,10.675067,0.0
TCGA-BK-A26L-01C-04R-A277-07,0.7567426,5.4304814,-3.0622935,-5.6445904,-2.1317062,-7.954655,6.440664,-0.5504315,-3.5727053,-6.77228,7.9109683,8.893168,-2.5129962,7.7995048,-5.0331492,4.3344817,-2.8424797,-1.8770725,-4.5007443,-3.089349,3.514912,-3.8185573,-2.34445,-6.225851,-10.077868,-4.852822,2.8512864,-8.519097,-1.8097837,-0.85630053,-3.4816775,3.2966754,11.804314,0.0
TCGA-AJ-A3OK-01A-12R-A22K-07,-5.2544317,-2.6067128,-4.606764,2.994641,-0.6486664,2.97203,0.46063817,0.23233762,-2.0273542,-2.5539377,-3.028507,-3.4880223,2.6195111,6.6064935,-3.6172242,0.8549124,0.40252307,-0.27807367,0.3470557,-0.53240293,3.5612643,2.2492611,-4.487344,-0.87220436,-2.1658342,1.4039257,0.82572293,0.9479553,-0.6547535,5.0530562,0.18726613,1.2790253,7.1783147,
TCGA-D1-A16X-01A-11R-A12I-07,-4.7414904,-4.987889,-0.0744892,-2.887459,0.3429128,4.584344,-2.666927,-1.5576042,-1.3636808,-5.99039,-1.5172389,4.628615,0.9676208,-1.8067803,-1.3927363,-0.26520324,0.6604165,0.06673267,1.2948984,-3.3423204,2.3526232,-1.2339239,-1.2844319,3.3171957,-3.1231887,-0.24945591,2.1125295,1.029175,1.6742755,-0.10026282,3.209702,-0.77111274,4.363877,0.0
TCGA-AW-A1PO-01A-12R-A157-07,-0.48628467,4.0609183,-0.9889356,-0.5352095,1.8419613,6.7369924,2.1672652,-4.7145586,3.4507651,-4.2625647,-3.420863,6.6619015,-4.023074,-2.0317612,-4.8796773,5.073117,-1.1025327,5.8565392,-4.9913583,-2.4897022,-3.633753,-3.3211405,2.78359,-5.8943706,0.73519415,-7.766082,1.4339948,1.7370933,9.939685,-5.644035,-2.106312,5.5811276,21.285778,0.0
TCGA-EO-A3B1-01A-12R-A19W-07,-0.7194929,0.63214165,0.18465269,-1.177303,-0.6560263,3.8768666,2.0828302,0.48455322,0.75030684,-5.134351,2.4011903,4.6630273,-0.6020835,0.3716558,0.24561967,3.772073,-0.4139213,-0.5561666,-4.1855006,0.24583752,5.074148,0.3538339,-2.829901,-3.6419482,1.8152583,0.16103825,-2.121676,0.822234,2.6183333,3.0330057,1.7230134,-0.5035386,21.066017,
TCGA-BG-A0M6-01A-31R-A104-07,-1.5832393,-6.0543547,2.3025668,-0.044000648,1.5422916,2.4737437,-2.68582,-5.6235433,2.1612916,-6.9071975,0.41398457,1.7861145,1.9678435,-1.1075491,-2.7355995,3.0630558,-2.7433395,-0.11093435,-3.1987,-2.1895847,8.195289,-6.6795096,0.31944466,-2.2725887,-3.0494852,-3.6068246,5.2746625,1.3527069,-2.325832,0.42402947,-1.129928,3.0129914,16.553923,0.0
TCGA-BG-A0M7-01A-11R-A040-07,-1.3131118,-3.6424382,0.20867716,-0.6553601,0.59618664,2.432434,-2.6622536,-0.9837393,-0.0048364927,-2.0271468,-1.4186491,2.7934716,0.8242266,-0.8055024,0.14917897,0.2932795,-0.38089648,1.421749,-0.48492622,-1.7575324,-1.0999877,0.18389907,-0.68417794,1.203287,-2.344184,-0.7164983,0.9226276,0.5774186,0.8910159,0.97953993,0.9065956,-0.87904286,6.5594196,0.0
TCGA-SJ-A6ZI-01A-12R-A34R-07,-1.7977262,1.0434573,-2.5224738,-0.77184486,0.37796652,2.2539122,0.44281688,-2.643064,-0.52159625,-4.753058,2.4716613,0.697316,1.3439355,-1.0083909,-1.9148058,2.6204326,0.9151313,-1.1123855,-2.3734708,-0.41887864,0.29747486,1.9490341,-0.18368027,-0.6654085,-2.2978463,-1.0815982,-1.9212646,2.6113923,1.4547014,1.4770253,0.26162198,-2.2161486,11.152624,
TCGA-EY-A2OQ-01A-11R-A19W-07,-3.9135044,-4.2615147,5.5446253,0.7865961,-2.174747,3.3392127,0.5114055,-0.85398746,0.72178173,-5.453758,3.299213,1.9812084,1.8824004,0.539755,-2.2296417,2.6699474,-0.98541176,-1.9566684,-3.8894062,2.5330381,8.870762,-0.98232096,-0.89201856,-1.3398142,-1.8198388,-0.5875665,0.5701343,2.2108998,0.9996124,-4.3398576,-3.4737813,-0.9259911,17.786528,
TCGA-AP-A0LE-01A-11R-A104-07,-2.0788422,-5.160981,-3.4767783,3.126604,-5.4810095,2.032592,0.81546634,2.1895456,-0.50894886,0.9663845,0.6260002,1.3151788,2.6889791,-1.7540458,0.2976747,2.3791444,-1.8076113,6.1843104,0.30259287,-2.4826925,-4.1915402,-1.7765813,-3.073862,-2.342646,1.6463873,-2.5268886,1.9905567,-1.2480417,-2.0210323,-2.4932554,3.9189909,-2.119974,9.10055,0.0
TCGA-BG-A0MU-01A-11R-A104-07,-2.8012183,-1.7392478,-2.613506,2.917427,1.8853465,0.37246394,1.924184,-0.43397662,0.08417548,-1.9844717,-3.091555,1.0407195,1.221809,-1.2252862,1.5159369,-2.8202245,-1.5428163,3.480279,1.5024033,-4.159045,0.83637804,0.99006647,-4.31338,-0.3921144,0.18825524,-2.164199,1.7544712,2.0374925,0.4895297,-0.09196753,1.1112875,-0.9149007,8.503524,0.0
TCGA-D1-A16G-01A-31R-A12I-07,-3.093482,-4.0274744,0.25973162,-0.64281017,1.5671995,3.8788486,0.81287426,-6.013186,3.941572,-2.5057514,-3.5111272,6.1604156,6.9489374,-2.6410687,0.66292685,0.70844007,3.9064205,-0.39272496,-2.6717584,-8.972885,2.2227414,0.756551,-1.8361168,2.2256467,-0.21380809,-7.3741093,-0.6204107,-0.9732397,-1.8037856,3.2785735,-0.72446376,-6.415522,15.427108,1.0
TCGA-D1-A2G0-01A-11R-A32Y-07,-0.37391207,-4.8787837,0.31665373,-1.5984282,-3.1592026,5.528577,-0.7497531,-3.6927524,-2.5808792,2.3947153,0.84705323,0.41709468,9.959605,-5.671539,1.1131332,-0.31554577,-2.1423318,0.15520658,-9.183712,0.54775095,2.2425244,-2.19836,-4.2477355,-1.7995765,2.3122551,-4.226727,-0.67207026,-6.381505,4.880928,1.4596684,-2.5742214,-5.276579,15.13863,0.0
TCGA-PG-A7D5-01A-11R-A34R-07,1.9960283,-3.2541173,3.5158832,-0.21857896,-3.1963646,0.12219534,-1.1622561,-0.49352142,-0.10584252,-1.887092,0.06780607,-0.82161903,0.7276802,1.9760445,-3.5512753,3.7526853,0.16573225,1.3375121,-4.4605556,0.54794204,7.2386723,-0.8805088,-2.0820882,-1.040981,2.8367548,-0.98629934,0.23986328,-2.52334,2.7315748,1.7187111,-3.051682,0.5676853,19.210466,
TCGA-AJ-A3NH-01A-11R-A22K-07,0.7683463,-2.7492826,1.1880063,-0.69093484,0.78611135,-1.2368007,0.5662526,-0.700675,0.43302557,-2.9979076,-0.4462514,-1.5743012,-2.5433905,2.0655272,-3.3837945,5.9052105,-2.7037168,1.4887735,-1.6812899,0.13463105,5.1836452,-2.2185583,-1.1735901,-4.4810653,0.96597314,-3.9914627,-1.451858,-0.034245525,2.3786275,-1.7584313,-3.995926,4.7021556,24.266851,
TCGA-QS-A744-01A-11R-A34R-07,-1.3521646,0.77830476,0.20389779,-0.7052732,-1.3750308,-0.03759177,-0.65284127,0.18150178,-0.8998043,-3.2131956,5.4094076,1.0236996,1.7836446,-1.9449627,-1.3343568,4.8425283,0.7186654,-0.111616395,0.23427857,-0.97896975,1.9107805,-2.567273,2.2610874,-5.5735283,-2.015564,-3.7746463,0.8919392,1.8415588,-0.02863654,-1.8721871,-4.772071,1.3246361,12.979905,
TCGA-D1-A1NX-01A-11R-A16F-07,2.5441024,-2.7024984,0.78240365,-1.6242859,-3.104793,0.6009173,1.0298134,0.2920641,3.2174625,-0.5495018,2.2775102,1.6936522,2.3819835,2.3050241,-2.2828681,3.03089,1.1749796,4.571926,-1.8907088,-0.7772646,4.446169,0.0836151,-0.92148316,1.7987907,-0.8495277,-3.5119677,0.18605754,-3.9858143,-0.27811986,0.7084152,0.39353898,1.0425701,17.11572,1.0
TCGA-B5-A11O-01A-11R-A118-07,0.64997405,-0.4286676,-0.7856002,0.2582098,-0.9623944,1.4463662,-1.8715762,0.26212302,-0.2932969,-2.8237283,-0.23327251,1.2326033,0.7663239,0.06149808,-2.3436391,1.2654686,1.7817005,-1.3413371,-2.2044644,0.31913266,0.30470493,0.03341663,-1.6537547,0.34134364,-1.2329993,-0.5649863,-0.059001267,0.77408785,-2.1182508,2.7823615,0.2105327,-0.37687272,6.1823344,0.0
TCGA-AP-A0LS-01A-11R-A14D-07,0.69380844,-2.1813397,-0.3986063,0.5477499,0.5448797,3.7024486,-0.17087732,-1.9908568,0.70309955,0.486842,0.26674956,-0.5262569,0.7925507,-1.359422,1.690275,-1.0505853,-0.82291156,1.7599648,-2.7714117,2.2590594,-1.7970979,-1.1968975,-2.1077836,-0.2808876,-4.2175264,-2.0584872,0.48352578,1.011586,-0.012443075,-0.7974569,-1.9924469,-0.2856584,8.659581,0.0
