gene,pvalue
NCF1B,0.0027054613347772608
AC104590.1,0.0027468026796359252
PHKA1,0.002747389728662158
ZNF146,0.002747389728662158
FOXF2,0.002747389728662158
ACTG1P20,0.002747389728662158
ZNF280C,0.002747389728662158
CDC14B,0.002747389728662158
GTPBP8,0.002747389728662158
AC108134.4,0.002747389728662158
TIGIT,0.002747389728662158
MTCH1,0.002747389728662158
ITGAL,0.002747389728662158
ANKRD44-AS1,0.0027772959107493574
GDF3,0.002799746116041753
HSP90AA2P,0.0028321282323986344
CPNE3,0.002832730030362171
KNOP1,0.002832730030362171
EIF4EBP2,0.002832730030362171
HPDL,0.002832730030362171
AHCYL2,0.002832730030362171
DCAF12,0.002832730030362171
SCGB2A1,0.002832730030362171
BX322234.1,0.002832730030362171
PPP1R32,0.002832730030362171
ZFP64,0.002832730030362171
KHK,0.002832730030362171
YIPF4,0.002832730030362171
SPATA2,0.002832730030362171
SMIM35,0.0029150894870976093
URB2,0.0029204843243533785
TAGLN2P1,0.0029204843243533785
NUCB2,0.0029204843243533785
HDHD2,0.0029204843243533785
UBE2E1,0.0029204843243533785
PEX13,0.0029204843243533785
JUP,0.0029204843243533785
ITIH3,0.0029204843243533785
RPL26P30,0.0029637244314004657
AC098935.1,0.0029651294123835452
AGFG1,0.003010713016650671
POMK,0.003010713016650671
CCR7,0.003010713016650671
CAMK2G,0.003010713016650671
CH17-340M24.3,0.003010713016650671
HMGCS1,0.003010713016650671
CCDC12,0.003010713016650671
EPPK1,0.003010713016650671
AAMP,0.003010713016650671
STAMBP,0.003010713016650671
UPK1B,0.003010713016650671
AC009097.2,0.0030840751913685334
NOS2,0.003102829850622127
MTIF3,0.003103477778403385
PRKCE,0.003103477778403385
BZW2,0.003103477778403385
WASHC5,0.003103477778403385
EHBP1,0.003103477778403385
NCOA7,0.003103477778403385
KPNA1,0.003103477778403385
NRAV,0.003103477778403385
CA3-AS1,0.003103477778403385
ANKK1,0.003103477778403385
ZNF524,0.003103477778403385
DSG3,0.0031063568853641433
OR2W3,0.0031063568853641433
TRBV28,0.0031344534758708026
SLFN12L,0.0031491912188510406
AC010624.1,0.0031598143191655706
EIF2S2P4,0.0031930348082594606
PGK1P1,0.0031955226473477554
ACOX1,0.003198841565132461
RAB38,0.003198841565132461
AL135818.1,0.003198841565132461
GTPBP4,0.003198841565132461
PRKAR1B-AS1,0.003198841565132461
CD28,0.003198841565132461
ZNF462,0.003198841565132461
UBXN11,0.003198841565132461
BYSL,0.003198841565132461
LYL1,0.003198841565132461
C17orf67,0.003198841565132461
CALHM3,0.003292176365395649
VWDE,0.003293467979699409
CMTR1,0.0032968686360536005
ADO,0.0032968686360536005
LMTK2,0.0032968686360536005
GIMAP2,0.0032968686360536005
AC025154.2,0.0032968686360536005
YWHAQ,0.0032968686360536005
S1PR4,0.0032968686360536005
DHX36,0.0032968686360536005
TRIB2,0.0032968686360536005
LARP1,0.0032968686360536005
MS4A1,0.0033345457242934954
RPL37P6,0.003340878958914193
SHISA8,0.0033969275904352416
KCTD10,0.0033976245734801277
SPTAN1,0.0033976245734801277
SLC25A35,0.0033976245734801277
ZSCAN20,0.0033976245734801277
DNAAF1,0.0033976245734801277
UTP25,0.0033976245734801277
RO60,0.0033976245734801277
SIT1,0.0033976245734801277
SIRPG,0.0033976245734801277
LRRC58,0.0033976245734801277
RAPGEF4,0.0033976245734801277
AC003086.1,0.0034723750943877803
MEGF10,0.003479793435088226
LINC01871,0.003479793435088226
Z99572.1,0.0035011763022992615
SRI,0.0035011763022992615
TBX21,0.0035011763022992615
HELB,0.0035011763022992615
ZNF683,0.0035011763022992615
AC003102.1,0.0035011763022992615
DHCR7,0.0035011763022992615
HOXB-AS3,0.0035011763022992615
CASKIN2,0.0035011763022992615
ACTRT3,0.0035011763022992615
PPIF,0.0035011763022992615
TRIL,0.0035011763022992615
RPL38P2,0.003552215415044314
NTNG1,0.0035856887055309033
SUPT16HP1,0.0035922514958469684
BCAR3,0.0036075921095153037
LINC01232,0.0036075921095153037
OPA1,0.0036075921095153037
C20orf27,0.0036075921095153037
SAMD12,0.0036075921095153037
LDLRAD1,0.0036075921095153037
IFRD2,0.0036075921095153037
MAT2A,0.0036075921095153037
PLP2,0.0036075921095153037
GPR3,0.0036075921095153037
SLC29A1,0.0036075921095153037
SHROOM4,0.0036075921095153037
FBXL18,0.0036075921095153037
HMG20B,0.0036075921095153037
ITGAV,0.0036075921095153037
ASXL2,0.0036075921095153037
LRRN2,0.0036075921095153037
CCT4,0.0036075921095153037
LINC01943,0.0037167543818642486
ZNF671,0.0037169416638527745
TUBBP1,0.0037169416638527745
YWHAB,0.0037169416638527745
POLR3GL,0.0037169416638527745
MYCBPAP,0.0037169416638527745
NOS1AP,0.0037169416638527745
NCOA2,0.0037169416638527745
AC067852.5,0.0037169416638527745
ASB2,0.0037169416638527745
TP73,0.0037169416638527745
LNCTAM34A,0.0037169416638527745
SSPN,0.0037169416638527745
BCHE,0.003724504659818829
TNFRSF13B,0.0037598504941822775
RPL10AP2,0.0037725492203395375
ZNF582-AS1,0.0037725492203395375
Z68871.1,0.003822586356618551
LTA,0.003825461093607899
AL359918.1,0.003825461093607899
COLEC10,0.0038285288679267703
NOC2LP1,0.003829104235144676
BPNT1,0.003829296035412717
RPL23P8,0.003829296035412717
B3GNT2,0.003829296035412717
NDUFA1,0.003829296035412717
TMC7,0.003829296035412717
ZNF669,0.003829296035412717
XRN2,0.003829296035412717
OCIAD2,0.003829296035412717
SIGIRR,0.003829296035412717
AC078883.1,0.003829296035412717
RRP36,0.003944727715374696
ZNF724,0.003944727715374696
SDF2L1,0.003944727715374696
SEPTIN1,0.003944727715374696
IGSF6,0.003944727715374696
MT-TF,0.003944727715374696
FMO6P,0.004005682669448311
RBBP4P1,0.004061299819748977
EMSLR,0.004061299819748977
MRPS35,0.004063310635737177
AC009220.1,0.004063310635737177
TSHZ1,0.004063310635737177
ZHX1,0.004063310635737177
UGT8,0.004063310635737177
CD5,0.004063310635737177
DYNC1I2,0.004063310635737177
LINC01320,0.004063310635737177
RPL17,0.004063310635737177
ANAPC4,0.004063310635737177
IRAK2,0.004063310635737177
AC093677.2,0.004063310635737177
PPP2R5D,0.0041851201890886576
TNFAIP1,0.0041851201890886576
LCP2,0.0041851201890886576
LYPLA2,0.0041851201890886576
ASAP2,0.0041851201890886576
SELENOI,0.0041851201890886576
COPG2,0.0041851201890886576
AC010326.4,0.0041851201890886576
AL359220.1,0.0041851201890886576
ARL4C,0.0041851201890886576
AP003306.1,0.00423777533818739
IFNG,0.004282325518572181
TRGC2,0.00429843845070643
AC093227.1,0.004306018694708029
DHX57,0.004310233248401462
PHGDH,0.004310233248401462
TRIM35,0.004310233248401462
CBY1,0.004310233248401462
YWHAG,0.004310233248401462
CRIM1,0.004310233248401462
FAM166B,0.004310233248401462
ACSF3,0.004310233248401462
S100A9,0.004310233248401462
AL390195.1,0.004420624913040555
GTF2H3,0.004438728186840165
RPS27A,0.004438728186840165
DGKE,0.004438728186840165
PTPN13,0.004438728186840165
TWNK,0.004438728186840165
TTC25,0.004438728186840165
CPLX1,0.004438728186840165
TUSC3,0.004438728186840165
DCTN5,0.004438728186840165
AC011472.4,0.004438728186840165
PALB2,0.004438728186840165
CCDC88A,0.004438728186840165
SPN,0.004438728186840165
CTNNB1,0.004438728186840165
ODF3B,0.004438728186840165
EEF1A1P3,0.004502086146617806
PPP2R3A,0.00457068489757637
LMNTD2,0.00457068489757637
BICD2,0.00457068489757637
FER,0.00457068489757637
APP,0.00457068489757637
GARRE1,0.00457068489757637
FAAH,0.00457068489757637
KDM5B,0.00457068489757637
ACTG1,0.00457068489757637
ADK,0.00457068489757637
ANG,0.00457068489757637
ECEL1P1,0.004668975877038079
ADNP2,0.0047061848136010515
KIF3C,0.0047061848136010515
PANK2,0.0047061848136010515
IL12RB1,0.0047061848136010515
FAM167A,0.0047061848136010515
FAM66D,0.0047061848136010515
QRICH1,0.0047061848136010515
GZMB,0.0047061848136010515
WBP11,0.0047061848136010515
TOMM40P4,0.0047061848136010515
C1orf194,0.0047061848136010515
C9orf139,0.0047061848136010515
RNF152,0.0047061848136010515
DNALI1,0.0047061848136010515
IMMT,0.0047061848136010515
RIBC1,0.0047061848136010515
TGS1,0.0047061848136010515
ADD2,0.0047061848136010515
CIBAR2,0.004832368637101875
RPL3P9,0.0048450796443369375
RALBP1,0.004845310927525746
C1orf74,0.004845310927525746
MLLT11,0.004845310927525746
WDR83,0.004845310927525746
DRC3,0.004845310927525746
TASP1,0.004845310927525746
IGLC2,0.004845310927525746
SLC25A3,0.004845310927525746
GIMAP7,0.004845310927525746
ZNF75D,0.004845310927525746
SERINC2,0.004845310927525746
TRAF1,0.004845310927525746
SNX30,0.004845310927525746
POLR3A,0.004845310927525746
LINC01819,0.00485673434089513
SPRR1B,0.004883434267373988
MAP1LC3C,0.004959794223664735
HMGA1P4,0.004987201232498254
PPP1R3D,0.004988147811363576
SBNO1,0.004988147811363576
AK4,0.004988147811363576
EPHB2,0.004988147811363576
BEX3,0.004988147811363576
FN3K,0.004988147811363576
SNX12,0.004988147811363576
PRR5,0.004988147811363576
OR2I1P,0.004988147811363576
ZRANB3,0.004988147811363576
PRMT7,0.004988147811363576
MACC1,0.004988147811363576
MGST1,0.004988147811363576
ZNF148,0.004988147811363576
DLSTP1,0.0051323606625719685
AC113935.1,0.0051323606625719685
CCL17,0.005133813170405657
NPM1P39,0.005133813170405657
RRN3,0.005134781636280748
CDC25B,0.005134781636280748
GPLD1,0.005134781636280748
AC106028.3,0.005134781636280748
ZMYND12,0.005134781636280748
ST6GALNAC3,0.005134781636280748
FAM151B,0.005134781636280748
MICAL3,0.005134781636280748
IGLV3-19,0.005134781636280748
FLJ38576,0.005209304872080174
GABRQ,0.005271438912709608
EIF4BP3,0.005271438912709608
STK35,0.00528530019230893
WAS,0.00528530019230893
ACTBP2,0.00528530019230893
FAM149A,0.00528530019230893
TSC22D3,0.00528530019230893
THOC5,0.00528530019230893
STARD3NL,0.00528530019230893
GLCE,0.00528530019230893
CCSER1,0.00528530019230893
GHITM,0.00528530019230893
PPCDC,0.00528530019230893
NORAD,0.00528530019230893
MYC,0.00528530019230893
HMGA2,0.00528530019230893
WLS,0.00528530019230893
AC011944.1,0.0054236458585014335
VKORC1L1,0.005439792908008901
SRGAP2C,0.005439792908008901
PCED1B-AS1,0.005439792908008901
GGT7,0.005439792908008901
GZMM,0.005439792908008901
ELOA,0.005439792908008901
CD52,0.005439792908008901
ZFHX4,0.005518301719842065
TTPA,0.00556061762788257
LINC02362,0.005597314272483175
AC073046.1,0.005597314272483175
TEX2,0.005598350870075472
RPS12,0.005598350870075472
BTLA,0.005598350870075472
AFAP1L2,0.005598350870075472
CEP250,0.005598350870075472
MGAT4A,0.005598350870075472
TNFRSF14-AS1,0.005598350870075472
ZNF573,0.005598350870075472
MYO1B,0.005598350870075472
SRD5A1,0.005598350870075472
URI1,0.005598350870075472
ZMIZ1,0.005598350870075472
EML4,0.005598350870075472
TAB2,0.005598350870075472
CHMP1B,0.005761066842873239
HNRNPKP2,0.005761066842873239
ERC1,0.005761066842873239
GPRASP2,0.005761066842873239
SLC1A3,0.005761066842873239
BRPF3,0.005761066842873239
CSDE1,0.005761066842873239
R3HDM1,0.005761066842873239
B4GALT3,0.005761066842873239
MRPS30,0.005761066842873239
CTTNBP2NL,0.005761066842873239
TFAP2E-AS1,0.005761066842873239
SLAMF1,0.005761066842873239
ZBTB7C,0.005761066842873239
AC008014.1,0.005761066842873239
TUBAP2,0.005761066842873239
NKG7,0.005761066842873239
YBX3,0.005761066842873239
LIPG,0.005761066842873239
UNQ6494,0.005805408259717042
ACTBP11,0.005841333528546949
HOXD1,0.005883421168653091
CROCC2,0.005926951161595289
AL365361.1,0.005926951161595289
PLEKHM3,0.005928035287892989
FKBP5,0.005928035287892989
PRKD3,0.005928035287892989
SMYD3,0.005928035287892989
MBTPS2,0.005928035287892989
ASS1,0.005928035287892989
METTL8,0.005928035287892989
FAM183A,0.005928035287892989
LRRC46,0.005928035287892989
TAF5L,0.005928035287892989
PCDHGC3,0.005928035287892989
MAFG,0.005928035287892989
EIF5,0.005928035287892989
RBFOX2,0.005928035287892989
AC107871.1,0.005928035287892989
RAB11B-AS1,0.005928035287892989
HOXB6,0.005928035287892989
AC069544.2,0.005928035287892989
OPN3,0.005928035287892989
S100A7,0.006050085114755073
TRAT1,0.006083842787500457
TRBV20-1,0.0060982438457156
AC092115.1,0.006099075238540113
NUP155,0.006099352383117899
TSN,0.006099352383117899
P3H2,0.006099352383117899
BRD4,0.006099352383117899
AKIRIN1,0.006099352383117899
OXSR1,0.006099352383117899
QSOX1,0.006099352383117899
DNAJC18,0.006099352383117899
AC073111.3,0.006099352383117899
TBC1D23,0.006099352383117899
DNAJC4,0.006099352383117899
TM9SF4,0.006099352383117899
BACE1,0.006099352383117899
RAB3GAP1,0.006099352383117899
PLEKHA7,0.006099352383117899
RPL41P2,0.006099352383117899
ARID1B,0.006099352383117899
TFB2M,0.006099352383117899
OVOL1,0.006099352383117899
SPAG8,0.006099352383117899
FBXO6,0.006099352383117899
GBP5,0.006099352383117899
FAM167B,0.006099352383117899
IDS,0.006099352383117899
RBMXP2,0.006274832685437576
BBOX1,0.006274832685437576
UBAP2,0.006275116042288698
STX8,0.006275116042288698
CELF1,0.006275116042288698
LUZP1,0.006275116042288698
LRATD2,0.006275116042288698
MLPH,0.006275116042288698
GDAP1,0.006275116042288698
FKBP4,0.006275116042288698
IL32,0.006275116042288698
PCDHB3,0.006275116042288698
HEXIM2,0.006275116042288698
NOL4L,0.006275116042288698
HHATL,0.006342737677560848
