gene,variance,mad
AC021683.2,1.2300749940148505,0.3638852323166861
ANXA3,1.2298835079515973,0.5779483763385969
PNPLA7,1.2290879126027836,0.8074650379638646
GLRB,1.2290600648828456,0.6838706581241407
USP18,1.2283997183247288,0.7122114932484767
WT1-AS,1.2282836293687458,0.45944766199375164
ZEB1,1.2281214697897107,0.7301589127001011
SCN1A,1.2280077972606467,0.2168196456661857
FSIP2,1.2279427277707025,0.39587103441020394
LGALS3BP,1.2275079028579012,0.5689969499193914
PODXL2,1.227182366773632,0.6604226126622859
RRM2,1.2269386258963062,0.7750987148056163
FOXL2,1.2268524504332656,0.7872206629781391
ITGA2B,1.226697019453162,0.7868602080495282
RGS16,1.226462488958624,0.7030133492828141
WFDC21P,1.2263081599493222,0.4983087148508807
DBH-AS1,1.2262393306310608,0.5901637629344945
GALNT5,1.2262383622790978,0.7994432387452571
IRAK2,1.2260159045220353,0.7007174787823993
MCM10,1.2258119093347104,0.727904577170833
LCK,1.2256468817904724,0.7589881791743314
CD96,1.2255927657458816,0.7564606767897963
ACAA2,1.2254562686166204,0.8293867495856606
ANTXR1,1.225332065901925,0.7141998198638566
KIFC2,1.2248622300581358,0.7650839918397097
CDH17,1.2248413843913952,0.19772957789368942
NUDT16P1,1.2247757474743273,0.735549375601166
IL13RA2,1.2246514936247261,0.2668518746214167
GLIPR2,1.2244961516544057,0.7867479266715396
CCR7,1.223844886119462,0.6990523024752386
EVA1C,1.22335476334055,0.7867439211130116
EMILIN3,1.2231582399445624,0.5786748316504571
MAD2L1,1.222921664096916,0.7005427525637824
MYOM3,1.222846107819335,0.35213457436266304
MAZ,1.22275386583018,0.753162042533468
RBP7,1.2223805119396944,0.5780458249508194
TMEM154,1.2223655093693784,0.8070702839504196
SLC44A3,1.2223570599515299,0.6937634891325137
MECOM,1.2220305365572275,0.5227304730369378
FOXF2,1.221904543403194,0.5497196105218173
HNMT,1.2214443590638497,0.7045226577913066
AC022034.1,1.2212783867859045,0.7554074226622765
RIPK4,1.2211238180828836,0.5995332743472757
LOXL1,1.2210122647948325,0.7393340198816238
NUPR2,1.2210100344863468,0.7216799218505783
GXYLT2,1.2209355281763987,0.7553540648529542
WDR93,1.2206573454743692,0.6611875597855122
ZNF285,1.2205830207149737,1.0099670598959243
MYCL,1.2205739199957812,0.6969450638157149
RSRC1,1.2203936399250923,0.5846215028155353
WNK4,1.2202869723168,0.5571950868615825
F2RL2,1.2196572692712888,0.7172558269287702
AVPR1B,1.2196077396691944,0.5481030049304637
TTYH1,1.2195587617553347,0.42126999002584653
WSCD1,1.2194536438166572,0.5821274598486221
MAPK4,1.2190388077915444,0.6913006463863004
H3-3A,1.2188021083725338,0.7094468199083455
IRF7,1.2187044724505043,0.6713106586329749
MPZL2,1.2182469655102224,0.618075213036354
SASH3,1.2170221371904677,0.7943125061041885
CYGB,1.2169442859930015,0.7329552123109648
REPS2,1.2168773407132674,0.6902740609684734
CA6,1.2165561365604112,0.1022375827367439
BIRC5,1.2164014642676966,0.7262011601970162
FOXS1,1.2162294447239632,0.7601683200027447
DAPK1,1.2162051012361716,0.7260670143152836
EVI2B,1.2161798786230682,0.7667956047107536
XACT,1.216071366239173,0.35430843621510244
PAPPA2,1.2159417133563373,0.1869504745080798
ADCY7,1.2153465080421675,0.7529309592241158
ATP7B,1.2150241630669798,0.7140715043783739
MT-RNR1,1.214381528260489,0.7320999198268137
CACNA2D1,1.2142853066259753,0.5893144731064801
CD4,1.2141356876961438,0.7778841960285456
IER5L,1.2138042890312688,0.7216415926032456
GSTA3,1.2135862772177624,0.1367591346201708
PYCR1,1.2126494481469339,0.7004822772959347
NDUFB8,1.2126460281747844,0.6973523035353808
ANKH,1.2125885037745348,0.6912020582941762
AC092868.1,1.2123185968494414,0.641069275095019
ABCA8,1.2119454097590947,0.7669935384649884
CCR5,1.2117947047189925,0.766351354378787
LHX2,1.2116319591473377,0.26553738071971067
MAP3K13,1.211496608520487,0.5542895187778978
OPLAH,1.211294962985828,0.734479740618843
TSPY26P,1.2108185741625614,0.6230841069274762
BTG2,1.2103490191006137,0.694749465943671
FAM111B,1.2101911173344049,0.7261791745864419
FAXC,1.20989431290885,0.7918830191762525
ACOX2,1.2097422730725667,0.8395957036676449
ST3GAL1,1.2095551801676314,0.6672302228158413
NXPH3,1.2093962629883042,0.6863571479471084
BRSK2,1.2093775651373155,0.516273672953158
GZMH,1.209123997724184,0.6214236176431845
GFRA2,1.2087712950696046,0.5175908824332592
H2BC11,1.2087402742807554,0.6941337985239491
DIAPH3,1.2085935351661803,0.7183819987408309
HLF,1.2085568346442408,0.674289767139546
RBPMS,1.2084640962028612,0.6487848436580341
ITGAX,1.208387251632064,0.7462561390246383
FAM222A,1.2082414507141082,0.7428863156629917
RBFOX3,1.2069144387858959,0.3212432568051356
SCD,1.206908492760881,0.7369250077911014
EFR3B,1.2068684698494196,0.6699521203369772
CNIH2,1.2067599434200829,0.625604144723237
CLEC11A,1.2066137650300732,0.6516932791453423
SORBS1,1.2058994550814972,0.6778559338205201
RAB11FIP2,1.2052165297842914,0.7071278489539186
NR2F1-AS1,1.2051785891952136,0.8304684323118128
ZNF717,1.2048243030935948,0.7910578234847381
ANTXR2,1.204720789244123,0.7260756583382921
AC007384.1,1.2046395824393747,0.3534509731431839
RAPGEFL1,1.204524303450592,0.7275573283640053
ELOVL6,1.2043932177204602,0.6940380109383004
PHF21B,1.2043859487038235,0.46479200386123
SNAP25,1.2041983938993246,0.508585390920597
MYO5B,1.203944663367337,0.6580150593793475
IRX6,1.2036620084606542,0.2234753034819017
TPD52L1,1.2032269737758459,0.6133794479662456
ESCO2,1.2031493964314806,0.7662627885095987
PVT1,1.2029051717335781,0.6516613244096789
NR6A1,1.2026799075688763,0.9369580650845966
CD207,1.2026529846499152,0.6562170224393089
PCDHB5,1.2024648335150665,0.40910039542875976
BHLHA15,1.2023174845017128,0.7901645341134977
CD84,1.2019861536296532,0.755005114891413
FRMPD2,1.2019477661475222,0.6666176008538236
TEKT4P2,1.201852235592541,0.8730305045078672
SYT17,1.201639182353483,0.6336036234028235
C19orf57,1.2015729324801332,0.680031746526782
LRRC73,1.201305973121816,0.7364715291286246
SMARCA1,1.2009693731714286,0.6389109297951086
PRDM1,1.2009357169658894,0.7028534098980899
PCDHGB7,1.2009057541831782,0.5591832687975464
CTSK,1.2009019296945924,0.6490907646408841
KRT8,1.2008434493185913,0.5571989223117413
CERCAM,1.2004034291787373,0.7253630812682177
SLC4A8,1.1999588120887126,0.7594979749710495
APLNR,1.199914033385515,0.7325876727177998
BNIP3,1.1993974815943738,0.7591211952507946
ASXL3,1.1991824827853865,0.2933303716118507
ALG1L,1.1990368481395048,0.8716920092008391
DEPDC1B,1.1988935893392105,0.7165074094548376
EIF5AL1,1.1987278162585449,0.8241161859665822
NES,1.1987068536704384,0.7552915379557614
BBOF1,1.19866183211335,0.6543666217072905
AL035661.1,1.197854224595584,0.5963346569143133
NPTX1,1.1975738464616776,0.43449725034537334
PLCL2,1.1971874542083227,0.7597341716395754
RPL26,1.1968565620398344,0.7294693478866678
DUSP6,1.1968006056260128,0.7503979808226662
MAP4K1,1.196723427252666,0.756351311063344
CERS2,1.1960542523690547,0.5990947885532032
TP53I11,1.1960273755877229,0.7025465847989469
SORL1,1.1957672496694332,0.6587637335914405
RAC3,1.1955393112721473,0.7824571219028318
ZDHHC1,1.1955204247975548,0.756133351651362
LAMB1,1.195112966795244,0.6494965904833068
HCK,1.1948682532180124,0.7262734826696695
TMEM121,1.1948668741133148,0.6590764408225804
HAS2,1.1947957143760912,0.6121361974267392
UNC13A,1.194212840576294,0.39434323016739503
ICA1L,1.1941783516889792,0.7158686910358352
FLNA,1.1941658932234394,0.6986058424272805
AADAT,1.1940321402711231,0.7030694437669616
CADM3,1.1939631913260245,0.3049324456236525
PNMA2,1.1938184768085756,0.3086614537209644
BATF,1.1937357837060012,0.7935771132480114
PBX3,1.1933123012024638,0.6687244698575001
PFN2,1.1933087066449857,0.6416270873133456
ALDH1A3,1.193253000337318,0.7756588658823413
USP2,1.192467108271117,0.7780244927282873
UBE2E2,1.1924217707010554,0.7260537996827887
LINC00514,1.192295749653559,0.5404407987896225
SRGN,1.1922532860697688,0.7687876158862332
VASH2,1.1922144672068336,0.7743485664615517
ASCL5,1.192096945267201,0.3373116140939897
MYOC,1.1913142937081955,0.5890390746931741
PROK2,1.1912858606218544,0.1672200265198291
OXTR,1.1912229965307686,0.6814091513502114
C1QTNF6,1.1911935950077166,0.8276525137594097
FXYD5,1.1911426122804123,0.7560746097506863
ZC3H12C,1.1907734022192489,0.6668505058698311
AATK,1.19068825849556,0.6723025759409156
CPA3,1.190585825027585,0.5592599222466446
SCAMP5,1.1902821366537728,0.7878100180145751
HDX,1.1902600481266254,0.5397480698767403
CNTN4,1.1901865498420954,0.7042725149957156
DGKH,1.1900899464247916,0.660026322463533
CD55,1.1900492029319834,0.6848730536939689
CD82,1.1900185215404284,0.7980379546764125
USP43,1.1899687871788458,0.7095119599363544
GLDN,1.189849838630808,0.6322842249743428
SYT2,1.1897822096361068,0.48293012502311605
C15orf48,1.1893914595185913,0.6985301092173104
TRIM71,1.1893131860611406,0.13847854922209532
NKAIN1,1.1891303681574024,0.5252267906095774
BDNF,1.188833177239151,0.5940065829276293
EEF1A1P13,1.188459733597229,0.6548955684623634
AJAP1,1.188427913198872,0.21171605197013726
BCO1,1.188285703306767,0.7372497708711845
CPNE4,1.1882163055709414,0.399169963666996
IL10RA,1.1881965074729832,0.7115632043506999
IGKV1D-13,1.1879021301974393,0.1608456010972753
SLC35F2,1.1875288946989053,0.6434403453581865
ARL10,1.1874736969606332,0.7510500491351153
GIPR,1.187284983454928,0.6061633715011814
CFAP69,1.187109672647326,0.7429294439212923
BAG2,1.1869543384199455,0.7440174896776828
UBASH3B,1.1868794555739783,0.7316574913603078
AC034236.1,1.1868516434873542,0.6784615907512226
ASIC1,1.186737589757919,0.8001350603754114
AC016739.1,1.1861171226811744,0.7214645655853578
SCNN1D,1.1858267711208283,0.706237167545329
DKK2,1.1854820973858025,0.5313920432440812
LNX1,1.1851488022517018,0.6684075381648209
NKX6-1,1.1849804576485343,0.2877664024108874
GABRQ,1.18441911716332,0.3183626039117199
AC021683.1,1.184415417980124,0.31356426218088507
CARMIL2,1.1838843388358873,0.7238363397411673
NDN,1.1838822337159285,0.7456889666052291
TMEM163,1.1838291674279422,0.6432029263647321
NDC80,1.1834097913219752,0.7322532273906255
TTC6,1.1832865541856188,0.6483654519532971
DTX4,1.1830816955597363,0.7266750639707329
GALNT10,1.182748143334247,0.7952107965248274
NLRC5,1.1827460151414195,0.7586763772065508
TBC1D10C,1.1822038778018864,0.745307552848308
EDNRA,1.181831733496893,0.7626734131551371
SLC6A10P,1.1817848582626156,0.0
CENPE,1.1817206507988092,0.7216046955317124
IGLJ3,1.1815556647633245,0.1296856630267598
CORO2B,1.1815458502837568,0.6934934383641437
SNHG19,1.1813188116731572,0.7059507174266964
FAM178B,1.1808927437090166,0.551276638665046
RPL37P2,1.1808242042582073,0.889437861170419
NDUFA13,1.1807906504224845,0.7917670095903748
CYBRD1,1.1800898582243171,0.7329181281358759
PABPC1L,1.1799169423014033,0.6601945737611716
AC022784.1,1.1798365222736051,0.63797414247895
NEUROG2,1.1796841336802788,0.0
RAB6B,1.1794645523451655,0.7126366245123807
LRRC3,1.1793674133384622,0.7200729414073515
ABCA7,1.1786861926811227,0.6890688395923394
ERRFI1,1.1785013062267176,0.6882536038955926
DMRT1,1.178447892227594,0.4540214357074567
PDGFRB,1.1781843306125785,0.720536265125701
ARHGEF28,1.178079194723493,0.6859809486068946
SERPINI1,1.1775442381329477,0.6765305331392542
ADAMTS10,1.1774270964955686,0.7297716496394375
CCBE1,1.177183569099419,0.39007920424309395
IFIH1,1.1769868844974254,0.6969570940134862
EFHC1,1.176193959443409,0.6700001948468426
ST6GAL1,1.1757061513342841,0.7350383542626835
MCF2L,1.1755713961086192,0.6132790032529227
LINC00237,1.1754746739504303,0.1976875988879926
HSPA8,1.1752543967703424,0.6629350096062421
LRRN4CL,1.1750122551018796,0.7696897877833546
CDK1,1.1749933005032205,0.5938307283564592
NPFFR1,1.174953194623973,0.6163077306844884
TNFRSF12A,1.1748857438160567,0.7196262876469417
VLDLR,1.174689949500788,0.634116549448831
GPAT3,1.1741470548239608,0.5800289340935715
TPK1,1.1740530257240172,0.6190143746477621
FAT3,1.173947706885714,0.3411135956081489
MAL2,1.1739176249556733,0.5760131403058288
TMEM64,1.1734163487909273,0.7119618821561966
AC074124.1,1.1729740756866636,0.796588186435174
PCDH1,1.1729691704074618,0.7138052066173932
LDLR,1.1729410156241098,0.7142591442106747
BACE2,1.172635264288184,0.5986587018088061
BIK,1.1724521314790686,0.7461047097929403
AC107956.1,1.172407053367793,0.44375584435432347
SMIM10L2A,1.1712841263961948,0.7645677288451043
ZBTB20,1.1709147634691204,0.47318875035534225
PTP4A3,1.170862481520759,0.7187092219687496
EVA1A,1.1708455560977273,0.63159644089844
LDLRAD4,1.170758299752615,0.7174492984454544
ADAP1,1.1705591056238676,0.6966512940137877
IGSF6,1.1705559423820768,0.7612434861782869
IL17RE,1.170326839760735,0.7644904181651593
AC008875.3,1.170207729407154,0.6583486999426138
SPTLC3,1.1699760022686785,0.6473387366472907
TIAM1,1.1694705194447963,0.7410575658697116
AC020916.1,1.1693963923732027,0.5928088818523967
CEMIP2,1.1693261246873565,0.7189442861205197
PRDM6,1.1690747845270506,0.6058868121140393
CDCA5,1.1690728690911742,0.7301218141825618
EXOC3L4,1.1690472710547226,0.5171608936810419
CBX6,1.168737891561263,0.7532492435452589
AC015660.1,1.1682946657766835,0.7746280084276338
HBA1,1.1682291658741335,0.6017355512299976
PSMB8,1.1681726231177687,0.6548952852831125
DNM3OS,1.1680751227112538,0.5999500314264409
PLAAT1,1.16754572119343,0.8811881546470266
MAGIX,1.1668141062096398,0.746051795973182
LAIR1,1.1661804807936018,0.758550848516212
MYCBPAP,1.1660885802311796,0.7170986164077642
AL670729.3,1.16586514227253,0.7938551132568841
GPR155,1.1655125642854134,0.6335790596363517
SLC9A3R1,1.1654282294931355,0.7800125296052194
KCTD14,1.1653795639193818,0.8284411970359771
CLDN19,1.1652636186463017,0.0676896307283934
MSR1,1.165115184505119,0.7494880344424848
SLC18A3,1.164968698757804,0.1097843116694984
CYP2E1,1.1647115744525032,0.7671890656413531
SPAG1,1.1640043847349688,0.7189866988888012
TUBBP5,1.1639592561998677,0.7782850393656124
BUB1,1.1637133609310226,0.6904063538875551
PXDC1,1.1633668066261027,0.742195367707454
IGHV1-69-2,1.1632431437605435,0.0652553862229344
SRSF12,1.1632385449309548,0.804401746697766
CD248,1.1631927940962887,0.6779208625569471
CYB5R2,1.1629727606677114,0.6613176840029098
FAR2P1,1.1628716488756932,0.7127365877997066
PDE6G,1.1627253670016264,0.3876128827195973
LMO1,1.1627191723256711,0.2732977015427706
ZNF204P,1.1626296329601622,0.7186981062734166
SLC25A27,1.1626049366193123,0.7268576917769702
PPP1R12B,1.162587976973736,0.5851119986765783
FGF7,1.1623997910043868,0.6462076255506661
ARHGEF4,1.162087444095822,0.686520896141662
TBC1D14,1.162021066778533,0.7678277974721883
MDH1B,1.161922510570107,0.6988400215257209
DDC,1.1613162273054936,0.1904036719328833
DNAAF6,1.1612191426079677,0.2323402672027364
SSPN,1.1611749503658746,0.7413864527424923
TNFRSF14,1.1611693437434074,0.7294566360619124
ACTBP2,1.1609271708003588,0.9436267911936733
AC144831.1,1.1607943975020363,0.36862105404029755
ITPRIPL2,1.1607862911981086,0.6690491251346486
GALNT7,1.160778193732654,0.6863974577782903
STXBP1,1.1607471372780693,0.6841299520863755
ADH1B,1.1603662710701528,0.2326504685795682
ZMYND12,1.159261302375879,0.6941299545943633
IFI35,1.1585087103276002,0.7547511728721794
ABHD2,1.1582257158149216,0.6658279378626437
ABLIM1,1.1579113407626265,0.6493670558286739
SERPINA3,1.1572013621417727,0.3082230770848304
SETBP1,1.1569647651934671,0.6651871861122292
AC016957.2,1.1565069857526822,0.7878669864448338
C4orf47,1.1563359854296273,0.7388630501801332
B3GNT8,1.1562457027230695,0.7145690632657355
IGFALS,1.1560755208988016,0.46836463938514616
FRMPD1,1.1557242905211693,0.263700259810182
H4C5,1.1553366102376714,0.5254641995977898
DACT3,1.1546227903060062,0.6895927574088307
TRPV4,1.1545982812462772,0.7085866222611803
STMN2,1.1543037945738435,0.47728827934952356
ITGAM,1.1541763316973663,0.7107881555146558
PLA2G3,1.15413349874165,0.7856879823617644
TXNIP,1.1538266011063325,0.6671949476215104
IKZF1,1.1537707329277536,0.7481703030784139
OLFML2A,1.153705382473397,0.6930199319313162
KIF3C,1.1531300363948715,0.7435092328386061
DEPDC1,1.1523442109459152,0.735392380078431
CMYA5,1.1521818155089913,0.6635435185731817
NT5C2,1.151967739477626,0.637480326357541
STRIP2,1.1519023075879997,0.5977472654816001
C11orf97,1.1515579782601402,0.2005452450092728
COLEC11,1.151506258984465,0.6934575285800795
NKX3-1,1.1508542243486648,0.6725100143409763
LMTK3,1.15077154571213,0.6823813743837541
KIF2C,1.150713477137527,0.7539045862124638
SERPINB9P1,1.150453644327168,0.7599933776045462
TMEM35A,1.1503378487728317,0.7511195521533522
LRP8,1.150034468579028,0.7468669073931848
LGALS7B,1.1499473255986428,0.4975727598172647
ZSWIM4,1.1498610378917413,0.6689754974281001
ZSCAN1,1.1498168776434974,0.9351400060532534
PLAUR,1.149529221612879,0.7796265787248053
RNF144B,1.1494942487880835,0.7052875538456149
CYFIP2,1.149352074299622,0.669729531274931
LINC02367,1.1492650779633404,0.4454152053287585
WASF3,1.1490675741709542,0.7963073519592005
PRRG4,1.1487416481815735,0.6548488069883023
KCNS3,1.1483067196316306,0.7526385521999543
AC010255.2,1.1480122425572197,0.1419544091699855
KRT18,1.1478915843257578,0.5937606937791351
SLC25A24,1.1478776883617121,0.6619417949716357
BCL9L,1.147828566389502,0.7315463335142018
DPP7,1.1477614745003957,0.6221874395971296
KLHL35,1.1473498697854112,0.7244930167578851
GPX1P1,1.1469699272134248,0.6662250406848763
PCLAF,1.1469340724951278,0.7282257288511582
SLFN5,1.1466625703475057,0.6168834208820169
FAXDC2,1.1464276918187601,0.7327943340170502
IRAK3,1.1462566477861837,0.6368004528203155
MCIDAS,1.1461398451722082,0.7645855034813971
DOCK3,1.145324480334624,0.44308242200801107
DRAXIN,1.1451222041035893,0.7112214917007635
CC2D2A,1.1451027142476735,0.6311045130570907
MISP3,1.1448181327673534,0.6922900771021623
TMEM132E,1.1445182621526373,0.2816875443043458
S100A13,1.1444913667581358,0.7021099385586007
GNG7,1.144244734247609,0.6750137193916776
SETD7,1.1441803425313206,0.7349205994848251
CD37,1.1435601782509526,0.7445460787740816
RAB3D,1.1433136766392364,0.6901840324584905
ST8SIA4,1.143262673882155,0.6726431281101108
VNN2,1.1432337676730435,0.6035889645443631
OLFML2B,1.143206675498999,0.6959783045931296
IQCG,1.143169494960179,0.7058763862097175
IGSF3,1.1431492993678105,0.5856839983882969
LINC00511,1.1431337953894618,0.6429443211206278
TNFSF15,1.1430177490226041,0.7396735189624741
SNORD17,1.1429179029765737,0.2339645558142829
LIMD2,1.1427201660337334,0.6793019839861456
ITGA4,1.1425581962414533,0.6625766599651803
PMP22,1.1418864458057418,0.622028873232721
ZBTB18,1.1418679047370313,0.6803354788432427
ARHGAP28,1.1413933180002758,0.7631670325185694
KCNK5,1.1408441431365233,0.6234845358750034
TENT5A,1.1402361028322918,0.6015179323388415
CCN6,1.1402024000235498,0.207753032113088
ONECUT3,1.1400969323088581,0.21571227667183662
DSC3,1.1400905602177378,0.4172867817065301
FGD5,1.1400856950015525,0.7116490316614215
JAK3,1.1399654562181027,0.7365004776153721
LOXL2,1.1399402934415466,0.6997043611878428
PBX1,1.1398922164575989,0.6372101410371496
PRKCB,1.1396833983875576,0.7124133788571536
AP000769.1,1.1396696617714257,0.7264119499751278
NCAPG,1.1393571003056486,0.7127198814603153
CASP1,1.1392372105424675,0.7305547590907726
ZNF528,1.139229441971687,0.7172811990486538
TMEM238,1.1388421517618343,0.7205907612377733
ENPP5,1.1387448906162314,0.618223543652439
TGFB1I1,1.1384654842752018,0.7067037525996422
SPRY1,1.1383193614621645,0.6910106543323025
FAM81A,1.137970897611596,0.7089923935114295
IGHV3-66,1.1378992227939562,0.2989404083764408
IGSF10,1.1378050767330292,0.6591725673466444
CYTIP,1.1377443526739548,0.7095596599797522
CIB2,1.137099160370894,0.721639810333405
ESPL1,1.1369373692396425,0.7185127372214
RSPH14,1.1368247969626744,0.6584568816586406
PLPPR4,1.1368099434962204,0.7005005099750612
HAMP,1.136547646307742,0.7174424742476249
ITGB1,1.1362237932595882,0.6654076347271332
HOXD4,1.135726267183265,0.47828866525437
KLRG2,1.1354255970194007,0.5121628012842303
AUTS2,1.1353389610902873,0.6049460163038614
RPL3P4,1.1350740915935476,0.6728573152790513
MEST,1.1348494533317541,0.5704743972699067
AF131215.6,1.1344548422200544,0.5659378290973327
GCNT4,1.1343516473484907,0.6426528074816021
ANXA4,1.134210257063134,0.5669661703885609
LPCAT3,1.1338117657883413,0.6374200529697807
BAIAP2,1.133623485298702,0.649782092354612
ILDR2,1.1336088410450387,0.4304400430991996
PAIP2B,1.1333898275544025,0.6584916882998839
SLC4A7,1.1333027806161724,0.5880951863438897
TIMP2,1.1332302824395137,0.6967249709421601
EDA,1.1328700771314695,0.7198943831219908
CLIP2,1.1328515271573516,0.748080753412868
HSPA7,1.1325475619895018,0.734229754815996
PPM1L,1.1324807572793971,0.6990674948933568
ITGAV,1.132396735469284,0.5916525239103567
CENPW,1.132367171591932,0.6275700999165581
RNF217,1.1323086689884743,0.5898085421362187
AQP1,1.1320539356984993,0.6927867558188323
PERP,1.1314272919437738,0.6298150965354337
RGS11,1.130928740722412,0.42162506444920866
BUB1B,1.1305976782679104,0.7271880902492649
VEPH1,1.130464503588439,0.7445347718499518
SLA,1.130461645336572,0.7555927679089081
FAM43B,1.1302981216560606,0.4929105542797321
RORA,1.1302014007227186,0.6923615647322228
GJB5,1.1301855072350901,0.5493694910922251
MEIS3,1.1300900296098413,0.6816071924430076
CSF1,1.1298842451459532,0.699705854583164
CES4A,1.129866952606222,0.7403759865343016
TNNT3,1.1297754888149676,0.2007538880293305
FGD1,1.1295832737803317,0.6324164724734542
GTF2I,1.129528660405457,0.7854431869136906
PSTPIP1,1.129459848644598,0.7042628622340241
B2M,1.1293589729128062,0.7249315024894312
HMMR,1.1292392015372534,0.7323617369728268
SHPRH,1.1288838583947973,0.6939698004459989
FZD6,1.128721480021564,0.6688948937888597
CYP27A1,1.1283165910241473,0.694440165904946
IGKV3D-20,1.1280933609201038,0.342274415955787
GATA6,1.128048934672011,0.7353534146490409
BACH2,1.1275254792508909,0.644880916965628
C1R,1.12700075480193,0.699003234740105
NHS,1.126761272184335,0.6415972904005334
PRKDC,1.126649019066332,0.6894508587577315
PROC,1.1265808703186957,0.6352718539340962
AP001024.1,1.1263655028484176,0.9409432335909178
HOTAIRM1,1.1259770929207107,0.5968174987970997
ZNF714,1.1259499685294017,0.7291182682984751
CPD,1.1258170258171407,0.7079669960805228
MAF,1.125621363044113,0.6810253976090235
AOAH,1.1256119949557228,0.7389188271201925
RASAL3,1.1253826428057423,0.7510594953136263
CMAHP,1.1252747285719218,0.6818672631249618
TTN,1.1251392908346576,0.6126160933793288
ARAP2,1.1248962489443541,0.6586264354619664
TRAM1L1,1.1246740055031792,0.8682337601491987
H2BC5,1.1241334242203507,0.7499785088564654
CCL8,1.1239987100482567,0.594441632363681
PDE5A,1.1239032867941297,0.6700381582166459
SNTB1,1.123874412222115,0.6859835232609122
GRIK4,1.1238735676091771,0.6627152412029432
CREB5,1.1236410077089882,0.7170710498620538
LCA5,1.1236220556339795,0.7074503219534845
CSF2RB,1.1235174700463622,0.7062850966655962
KLHL30,1.1234544934545332,0.7523180873028539
ZNF704,1.1233334914500124,0.6516358438106629
MST1,1.123295858073247,0.658220661984207
STYXL2,1.1232216807994133,0.1480762896268582
SQLE,1.1229849517447912,0.6152365765986181
GLI1,1.1229110927251058,0.7328504495225385
CAPN5,1.1227163367997706,0.6665550109299336
PROS1,1.1223161902670546,0.6584575490663709
LILRB2,1.122277981087873,0.685403745823058
BX322562.1,1.1222445711120785,0.714870504380384
SLC25A48,1.1220351041424033,0.41147697632067914
GAS6-AS1,1.1220140560124032,0.7883944011630691
NEB,1.121749332719908,0.6003043464081332
CHDH,1.1217456179914325,0.6862560793269421
CGN,1.121661942622595,0.6303112317852886
NOS3,1.121632706303485,0.6420584735338313
DCDC1,1.1215371873949074,0.675008285526765
PLS3,1.1212562371220274,0.6671558648121252
HMGCS1,1.120822880813344,0.6481276269938894
PARD6B,1.12081359307777,0.6261303413234569
LTBP3,1.1205703166265006,0.7369765707404303
B3GNT5,1.1205650575769002,0.6775395869225918
FTH1P20,1.1205335478808942,0.477156782818105
DPP10-AS1,1.1205083135002625,0.6931020406325324
FPR1,1.1202887924282454,0.7586601880188815
MIR1915HG,1.1201581311494098,0.2940040274594834
PFKP,1.1199362124774181,0.6689288547190717
CUBN,1.119476954016996,0.7537107026147698
PLEKHF1,1.1194653871463331,0.6464017450142499
RCN3,1.1192284446752845,0.6312385991285963
AC022509.1,1.1188340342141245,0.4797355506385196
CHML,1.1185897266348346,0.694080159263331
NLRP7,1.1185498753172518,0.28076034027451346
ARHGAP23,1.1180399459639567,0.6811963606254698
PAQR6,1.1173856354964413,0.7206110627959008
GRHL2,1.1173698152311176,0.42406990349987606
DDX43,1.1173476196842778,0.1286630307753128
UHRF1,1.117307880410236,0.7056006090883749
TCL6,1.1169290803305902,0.6983556304588812
NTM,1.116922778343129,0.683852657907819
ANKRD34B,1.1169112286785419,0.3465200754774198
NR3C2,1.116854257041264,0.7393637930384593
LRIG3,1.1167807970375792,0.6652520881403485
METTL7A,1.1167634958013752,0.6644148546426472
ITPRID2,1.1167394823777619,0.6031108445989775
TBC1D8B,1.115806795130695,0.798151083945688
VWA1,1.1153187917884915,0.6146352848407286
RGS6,1.1152362924845491,0.8099009345026147
KIF15,1.115233962492627,0.6821699294661223
ANKDD1B,1.1151801866519908,0.6180755884294723
DUXAP10,1.1151771620191706,0.736655361594109
KCNE4,1.11498875670511,0.6999399188794206
CRMP1,1.1148417838091036,0.5498817190076393
NFATC1,1.1147502313201116,0.6853513635950952
C8orf31,1.1146689496233662,0.7554078847401398
FGF2,1.1145363858954809,0.6579159360744482
GSTM4,1.1145329102012633,0.6347220426756719
CASC15,1.1144401228346126,0.6795202316515434
SAMD15,1.1144234841223082,0.7033625145347002
LRRC36,1.1143386729490485,0.49224875092099873
FOXL2NB,1.1141587415386887,0.7419927182695037
STYK1,1.1138589952565248,0.8430251589994493
TCN2,1.1137992426923446,0.7092079044751562
KLHL3,1.113646415934488,0.685143712539594
TSPAN13,1.113493423677483,0.695790188674624
ZNF528-AS1,1.11346647956915,0.7081362036111041
CDC20,1.1133856200926748,0.6502050958980945
MCTP1,1.1126779739090844,0.6586837352620116
CLEC10A,1.1120516531973534,0.7967318551251689
EFCAB6,1.1119227535439415,0.6300739452993862
PALD1,1.1118421388773703,0.6592106675137184
ITGA1,1.1118382858574818,0.6243052087955876
MYORG,1.11179223975884,0.6985791859969313
AF117829.1,1.1114761874888879,0.6671408559355521
GPR63,1.11123366396451,0.7896132478425691
ADGRG5,1.1112265342547416,0.6954109572585052
KCNK1,1.111081848001355,0.5741899607548309
PTTG1,1.1110581747804809,0.6969481981042129
KCNS1,1.1109141661015665,0.5367337735643817
PER3,1.1108574891293446,0.7418901954369659
CAPN12,1.1108112708586582,0.7203386814780526
