gene,variance,mad
IGHV3-15,3.4063464239837193,1.085314055260577
HOXA5,3.4002611613022165,1.4270973819727168
TRH,3.4002502532282826,0.1468495812335962
TENM3,3.3989023079326803,1.0545005551847697
GAS2L2,3.398362712331124,1.0341732661901575
MMP26,3.395944726207,0.1049172876026408
WT1,3.3955978949846646,1.1012859764515404
RSPH4A,3.394846915122613,1.1916508816519014
VWA2,3.3923030569464556,1.2049068298076149
MT-ATP8,3.388913246975839,0.954508240091867
LINC00665,3.381785678415628,1.0142852487635947
COL9A3,3.3815686334543535,0.8981180039168393
S100A2,3.380557038281443,1.2393728170802296
SMOC1,3.3793083148974317,1.3242725152095396
TMEM178A,3.3756680125759266,1.332070462405542
FAM3B,3.371937550509462,1.3594333891298067
SLC6A14,3.3718869840777455,1.2411059817014611
KRT23,3.3711641875797413,1.1427461490181723
RSPH1,3.3696277162056134,1.2826730666769866
XDH,3.3641179773121803,1.2441862718557826
FGFR3,3.3637872429381352,1.3158631783520036
AL157931.1,3.3609023804595815,1.3851839206294456
AGTR2,3.360829795545288,0.2041054123147991
ZNF385B,3.3604859542052368,1.112381682494255
IGLV4-69,3.359361495306621,1.097720328709598
DPEP1,3.3544263045938827,0.8965494961483907
MTND2P28,3.342248567145536,0.9938488598310915
PITX1,3.3319081749368817,1.3357015770861773
SLC25A35,3.3280097424658988,1.3008139758661779
CALCA,3.326959498423586,0.1654718337484282
CDHR1,3.3262959387638156,1.4114251884764513
HYDIN,3.321459498075093,1.4964791816183105
IFIT1,3.3210059074609313,1.2791603732276595
FGF19,3.3164531469512526,0.3793052838816687
CA12,3.3109842273037353,1.1563978187023185
MMP9,3.303623403999738,1.1976682928859201
FAIM2,3.3027301571645613,1.209079169071719
KCNN4,3.3010207345076394,1.3521201032258432
SFRP1,3.2997862799227144,1.2814423120531329
IGHV1-46,3.2953131802204694,1.0467617362687536
IGHV2-5,3.2951804826377256,1.0611659667505902
AHNAK2,3.2919736621304327,1.3116645034019547
MYRF,3.289008357705556,1.3401748822999133
TFPI2,3.2865231678651328,1.2014645066484904
CYS1,3.2860660601867284,0.8510647593194206
DRC7,3.278646958679329,1.311040702087218
ALDH3B2,3.2757575257573683,1.0890794014015688
LRATD1,3.2734351773072534,1.148849979959163
TMC5,3.273295241743494,1.3361924089850028
ERMN,3.2649642173262863,1.4983406627527427
EN2,3.2647946573504067,0.927522637500075
LRRC10B,3.264681050213527,1.2985396332010493
IGLV2-8,3.2606562248852504,1.1694015620879161
CTSV,3.2599676949482603,1.2271870912344554
MYCN,3.2583643607851833,1.3544596289707727
BAMBI,3.257702103969847,1.0801551770968851
SMIM22,3.25443944968499,1.0932909737155008
LEF1,3.2539831591087354,1.41267539181881
SMIM6,3.25197322957437,1.3949442379866883
MT-TC,3.2424750843361054,1.634362807116427
SLC43A1,3.242336795686956,1.3548858202237368
SLC26A7,3.2417097221390323,1.1402916471630775
ARSL,3.2375344301804456,1.5090849377904831
IGHV3-7,3.234910664922279,1.159271244968797
CPXM2,3.229690159086883,1.0550030113823952
HLA-DQA2,3.2231464810015535,1.3700898036398061
APCDD1,3.222822289509051,1.0429836649980855
NRCAM,3.222575918723416,1.206608835617828
FOXC1,3.2218596053473156,1.4036079107478425
DPP10,3.216335916374501,1.735806459120198
MT1G,3.2143244814470346,1.2375715274362296
CFAP65,3.2141944349246123,1.3249863985136663
LIX1,3.2136198969721814,0.5870311038081545
ANO1,3.212757037682909,1.3627729999632407
KCNH3,3.205442706125627,1.2755532443978348
LRG1,3.203999303973534,1.0754258897030606
CCDC170,3.2036096556977207,1.422181345218267
IGKV1-9,3.1976293872516948,0.9500632831079561
MUCL1,3.192639802352061,0.2041054123147991
MFAP4,3.1905799812001217,1.158942624966421
SAA2,3.1900640446948954,1.26051050274762
DNAH12,3.187200366512545,0.9041922364619568
DNALI1,3.185980083070315,0.8969472232939051
UBBP4,3.1838572082393766,0.9356010494102289
IRX3,3.1833315640311435,1.4746999415283302
RARRES1,3.1827791726926904,1.075113237134445
LEFTY2,3.181173448098323,1.071504604148545
TNFRSF19,3.180304613292332,1.1909073110529986
CCDC114,3.179708491440413,1.3270769693736155
GJB2,3.175344727932956,1.2830770161894791
POSTN,3.1746261844972836,1.2888803948638912
HMGB1P5,3.17247115804266,0.5894280502334392
SFN,3.1705051136334044,1.0860458373287507
BMP4,3.169197270735636,0.8285490276884073
PCSK9,3.1668994153519585,1.344274684269993
PHYHIPL,3.16604287165945,1.401151789916494
B3GAT1-DT,3.162740138145788,1.5664483377949088
TPH1,3.1620959528912134,0.4065387874135891
LYPD1,3.1619468986434445,1.4018358942809845
FAM81B,3.1615719869788057,1.1377474815390558
GPC3,3.1556943040016274,0.965020715054212
AL591846.1,3.154109608180915,0.5958179736913457
MTLN,3.147965721397759,0.9689630884364435
ADAMTS15,3.1464146355278007,1.2522383920924756
PHYHD1,3.1456276933592946,0.9367362560859043
C9orf152,3.1453559968580542,1.3433529459991385
C1orf158,3.1431083716465054,0.8707404521563865
IDO1,3.1415913189851676,1.2092701016882277
COL17A1,3.141240273112969,1.3575143881044354
PCK1,3.1397006919002624,0.7288231434846659
TNNC1,3.1314396980543573,1.3904332158248536
LYZ,3.1289873974693014,1.1685067118364056
C10orf99,3.1287566842486796,0.853842135907363
CFAP43,3.12711116291855,1.186443908684797
PTH2R,3.1268845657104145,0.31068411662873896
KRT14,3.1266611258220265,0.6635996080679093
WNT10A,3.126515641001315,1.1502993425571773
DIO2,3.125575762255834,1.115083765055107
CFAP126,3.1254538744080107,1.2818438486470862
CXCL10,3.1211565751216113,1.3551879049793891
PRRX1,3.1204038581879434,1.2669008769327448
CLDN9,3.1169528304733936,1.208321703062837
FREM2,3.116668463996233,1.144330150553154
ERAP2,3.1100329529574635,1.422659894634915
BMPR1B,3.109832057478388,1.0032759949947527
USH1C,3.106647921630966,1.2252106252133386
FBXO2,3.1035581752694124,1.2231212024671756
MORN5,3.1012321611488027,1.0167475438959448
TRO,3.1004544645249776,1.1548882564546061
COLCA1,3.0957645331105503,1.2844291856237575
IGFBP2,3.095413124927106,1.1274787207332988
NCAM1,3.078750665735621,1.2369610461807077
PALM3,3.0787205197496625,1.3743889226644002
FAM189A2,3.0760950124563378,1.3470484115360062
NRN1,3.0740546817831147,1.397672103853104
FCGBP,3.071388841102806,1.2077951759558294
APLP1,3.070051979088549,1.2510172787042295
SIM2,3.0695098717756517,1.6035792688854595
MT-ND4L,3.0672374930596953,0.9494590567633434
ITM2C,3.066067410719326,1.26062188994125
EMX2OS,3.06563102261434,0.8910700019570648
EMX2,3.0607301375223512,0.8507779087308309
YBX2,3.060442700732206,1.483513455733512
CYP24A1,3.057845176330101,0.8992015182392288
SMIM24,3.055939943165286,1.104107541188132
MX1,3.055911225198898,1.2966297547130106
FGF3,3.050719100738715,0.0665642396605107
SYBU,3.0501371891606266,1.2492563541763282
NPR1,3.050073619979978,1.0633927810613857
IGHV1-3,3.0477105666462916,0.7458850856327907
SYT8,3.0463283384526907,1.0428335170896066
TUSC3,3.0459112887802187,0.8416849316695725
NSG1,3.044913882412657,1.3681731232758545
CHST6,3.043661443584446,1.3583495523593925
SRGAP3-AS2,3.040488529112558,0.2856169392143688
CLDN16,3.037104795368249,0.561840822509593
XG,3.0355602895960505,1.5379218093242595
SPOCK1,3.031333448377697,1.1631117347926514
CA8,3.0305615222075795,1.049566464761754
KCP,3.03013450288913,1.4002908097482574
TRIM31,3.0271807437139513,1.0633415605633219
CRISP3,3.019188375519163,0.5950664546755459
WDR72,3.0180266883871663,1.3592886517955
B4GALNT4,3.016217395451905,1.1036245838302214
HKDC1,3.014451993237276,1.2699179396906843
GCNT3,3.0080013097112195,1.347703995045023
IGHV3-33,3.0055464086023305,1.0657076633331666
PYY,3.0045056685822056,1.3963433668855119
FABP4,3.0005512238169785,0.74035025150491
ATP2B2,2.994826090673919,1.409973261148399
GJB1,2.994569937095949,1.0831492876789186
IL20RA,2.993255690108927,1.1713201732507654
NKAIN4,2.9916930613011714,0.9439396224773684
BAIAP2L2,2.9916485408803988,1.1450390446439718
KCNJ15,2.987122794056868,0.7467624000492963
ASRGL1,2.9868831952111474,1.0937138056686528
IGF2BP3,2.98648837918094,1.0953236819350858
ALKAL2,2.9846404550461783,1.3634558088323057
LAMB3,2.981902820568746,1.1855081015017017
HEY2,2.9777245031889774,1.38534939715182
ADAMTS19,2.975784105217579,1.542713463943712
CRYAB,2.9746934602189485,1.138632775746295
FOXG1,2.9672572839574003,1.1859238511245174
ADCY1,2.9652908256874606,1.167546619081572
KRT8P36,2.9652869378103888,1.5808034150203047
SFTA2,2.9645735991739843,1.2299185376388206
ETV4,2.963145173580752,1.2191230708699914
PKP1,2.962248611074984,0.8936670436551226
DLEC1,2.960619699983008,1.1394880190941974
DEGS2,2.958319450512409,1.0734551447587592
CCDC17,2.9579033633291423,0.771335848954324
PAX9,2.9557245306429554,1.2399407617790095
FUT6,2.955569124952148,0.8937401761109047
PSPHP1,2.9550368938191243,0.5394529674880122
ADRA2A,2.9504635561202006,1.2479255488853567
HBB,2.946614362286032,1.1470192345942065
BPIFB2,2.942280490261192,0.1634926435124094
